State,Year,Multiple Cause of death,Multiple Cause of death Code,Deaths,Population,Crude Rate
Vermont,2020,Other opioids,T40.2,29,623347,4.7
Virginia,1999,Other opioids,T40.2,108,7000174,1.5
Virginia,2000,Other opioids,T40.2,104,7078515,1.5
Virginia,2001,Other opioids,T40.2,140,7198362,1.9
Virginia,2002,Other opioids,T40.2,143,7286873,2
Virginia,2003,Other opioids,T40.2,144,7366977,2
Virginia,2004,Other opioids,T40.2,179,7475575,2.4
Virginia,2005,Other opioids,T40.2,156,7577105,2.1
Virginia,2006,Other opioids,T40.2,168,7673725,2.2
Virginia,2007,Other opioids,T40.2,216,7751000,2.8
Virginia,2008,Other opioids,T40.2,216,7833496,2.8
Virginia,2009,Other opioids,T40.2,209,7925937,2.6
Virginia,2010,Other opioids,T40.2,196,8001024,2.4
Virginia,2011,Other opioids,T40.2,319,8096604,3.9
Virginia,2012,Other opioids,T40.2,276,8185867,3.4
Virginia,2013,Other opioids,T40.2,297,8260405,3.6
Virginia,2014,Other opioids,T40.2,323,8326289,3.9
Virginia,2015,Other opioids,T40.2,276,8382993,3.3
Virginia,2016,Other opioids,T40.2,343,8411808,4.1
Virginia,2017,Other opioids,T40.2,336,8470020,4
Virginia,2018,Other opioids,T40.2,252,8517685,3
Virginia,2019,Other opioids,T40.2,245,8535519,2.9
Virginia,2020,Other opioids,T40.2,289,8590563,3.4
Washington,1999,Other opioids,T40.2,97,5842564,1.7
Washington,2000,Other opioids,T40.2,94,5894121,1.6
Washington,2001,Other opioids,T40.2,122,5985722,2
Washington,2002,Other opioids,T40.2,137,6052349,2.3
Washington,2003,Other opioids,T40.2,160,6104115,2.6
Washington,2004,Other opioids,T40.2,210,6178645,3.4
Washington,2005,Other opioids,T40.2,232,6257305,3.7
Washington,2006,Other opioids,T40.2,263,6370753,4.1
Washington,2007,Other opioids,T40.2,276,6461587,4.3
Washington,2008,Other opioids,T40.2,302,6562231,4.6
Washington,2009,Other opioids,T40.2,329,6667426,4.9
Washington,2010,Other opioids,T40.2,293,6724540,4.4
Washington,2011,Other opioids,T40.2,325,6830038,4.8
Washington,2012,Other opioids,T40.2,332,6897012,4.8
Washington,2013,Other opioids,T40.2,269,6971406,3.9
Washington,2014,Other opioids,T40.2,288,7061530,4.1
Washington,2015,Other opioids,T40.2,261,7170351,3.6
Washington,2016,Other opioids,T40.2,292,7288000,4
Washington,2017,Other opioids,T40.2,250,7405743,3.4
Washington,2018,Other opioids,T40.2,216,7535591,2.9
Washington,2019,Other opioids,T40.2,204,7614893,2.7
Washington,2020,Other opioids,T40.2,238,7693612,3.1
West Virginia,2000,Other opioids,T40.2,23,1808344,1.3
West Virginia,2001,Other opioids,T40.2,72,1801481,4
West Virginia,2002,Other opioids,T40.2,88,1805414,4.9
West Virginia,2003,Other opioids,T40.2,116,1812295,6.4
West Virginia,2004,Other opioids,T40.2,114,1816438,6.3
West Virginia,2005,Other opioids,T40.2,54,1820492,3
West Virginia,2006,Other opioids,T40.2,155,1827912,8.5
West Virginia,2007,Other opioids,T40.2,177,1834052,9.7
West Virginia,2008,Other opioids,T40.2,218,1840310,11.8
West Virginia,2009,Other opioids,T40.2,99,1847775,5.4
West Virginia,2010,Other opioids,T40.2,342,1852994,18.5
West Virginia,2011,Other opioids,T40.2,442,1855364,23.8
West Virginia,2012,Other opioids,T40.2,348,1855413,18.8
West Virginia,2013,Other opioids,T40.2,341,1854304,18.4
West Virginia,2014,Other opioids,T40.2,363,1850326,19.6
West Virginia,2015,Other opioids,T40.2,356,1844128,19.3
West Virginia,2016,Other opioids,T40.2,322,1831102,17.6
West Virginia,2017,Other opioids,T40.2,279,1815857,15.4
West Virginia,2018,Other opioids,T40.2,214,1805832,11.9
West Virginia,2019,Other opioids,T40.2,174,1792147,9.7
West Virginia,2020,Other opioids,T40.2,272,1784787,15.2
Wisconsin,1999,Other opioids,T40.2,40,5332666,0.8
Wisconsin,2000,Other opioids,T40.2,49,5363675,0.9
Wisconsin,2001,Other opioids,T40.2,67,5406835,1.2
Wisconsin,2002,Other opioids,T40.2,95,5445162,1.7
Wisconsin,2003,Other opioids,T40.2,104,5479203,1.9
Wisconsin,2004,Other opioids,T40.2,106,5514026,1.9
Wisconsin,2005,Other opioids,T40.2,135,5546166,2.4
Wisconsin,2006,Other opioids,T40.2,159,5577655,2.9
Wisconsin,2007,Other opioids,T40.2,180,5610775,3.2
Wisconsin,2008,Other opioids,T40.2,176,5640996,3.1
Wisconsin,2009,Other opioids,T40.2,191,5669264,3.4
Wisconsin,2010,Other opioids,T40.2,228,5686986,4
Wisconsin,2011,Other opioids,T40.2,232,5711767,4.1
Wisconsin,2012,Other opioids,T40.2,229,5726398,4
Wisconsin,2013,Other opioids,T40.2,277,5742713,4.8
Wisconsin,2014,Other opioids,T40.2,279,5757564,4.8
Wisconsin,2015,Other opioids,T40.2,249,5771337,4.3
Wisconsin,2016,Other opioids,T40.2,328,5778708,5.7
Wisconsin,2017,Other opioids,T40.2,318,5795483,5.5
Wisconsin,2018,Other opioids,T40.2,251,5813568,4.3
Wisconsin,2019,Other opioids,T40.2,237,5822434,4.1
Wisconsin,2020,Other opioids,T40.2,279,5832655,4.8
Wyoming,2002,Other opioids,T40.2,10,500017,Unreliable
Wyoming,2008,Other opioids,T40.2,19,546043,Unreliable
Wyoming,2009,Other opioids,T40.2,15,559851,Unreliable
Wyoming,2010,Other opioids,T40.2,31,563626,5.5
Wyoming,2011,Other opioids,T40.2,28,568158,4.9
Wyoming,2012,Other opioids,T40.2,26,576412,4.5
Wyoming,2013,Other opioids,T40.2,33,582658,5.7
Wyoming,2014,Other opioids,T40.2,28,584153,4.8
Wyoming,2015,Other opioids,T40.2,28,586107,4.8
Wyoming,2016,Other opioids,T40.2,26,585501,4.4
Wyoming,2017,Other opioids,T40.2,30,579315,5.2
Wyoming,2018,Other opioids,T40.2,27,577737,4.7
Wyoming,2019,Other opioids,T40.2,27,578759,4.7
Wyoming,2020,Other opioids,T40.2,29,582328,5
