State,Year,Multiple Cause of death,Multiple Cause of death Code,Deaths,Population,Crude Rate
Ohio,2011,Other synthetic narcotics,T40.4,162,11544951,1.4
Ohio,2012,Other synthetic narcotics,T40.4,139,11544225,1.2
Ohio,2013,Other synthetic narcotics,T40.4,167,11570808,1.4
Ohio,2014,Other synthetic narcotics,T40.4,590,11594163,5.1
Ohio,2015,Other synthetic narcotics,T40.4,1234,11613423,10.6
Ohio,2016,Other synthetic narcotics,T40.4,2296,11614373,19.8
Ohio,2017,Other synthetic narcotics,T40.4,3523,11658609,30.2
Ohio,2018,Other synthetic narcotics,T40.4,2783,11689442,23.8
Ohio,2019,Other synthetic narcotics,T40.4,3117,11689100,26.7
Ohio,2020,Other synthetic narcotics,T40.4,4110,11693217,35.1
Oklahoma,1999,Other synthetic narcotics,T40.4,24,3437147,0.7
Oklahoma,2000,Other synthetic narcotics,T40.4,26,3450654,0.8
Oklahoma,2001,Other synthetic narcotics,T40.4,20,3467100,0.6
Oklahoma,2002,Other synthetic narcotics,T40.4,23,3489080,0.7
Oklahoma,2003,Other synthetic narcotics,T40.4,44,3504892,1.3
Oklahoma,2004,Other synthetic narcotics,T40.4,46,3525233,1.3
Oklahoma,2005,Other synthetic narcotics,T40.4,54,3548597,1.5
Oklahoma,2006,Other synthetic narcotics,T40.4,45,3594090,1.3
Oklahoma,2007,Other synthetic narcotics,T40.4,67,3634349,1.8
Oklahoma,2008,Other synthetic narcotics,T40.4,70,3668976,1.9
Oklahoma,2009,Other synthetic narcotics,T40.4,160,3717572,4.3
Oklahoma,2010,Other synthetic narcotics,T40.4,107,3751351,2.9
Oklahoma,2011,Other synthetic narcotics,T40.4,83,3791508,2.2
Oklahoma,2012,Other synthetic narcotics,T40.4,107,3814820,2.8
Oklahoma,2013,Other synthetic narcotics,T40.4,88,3850568,2.3
Oklahoma,2014,Other synthetic narcotics,T40.4,73,3878051,1.9
Oklahoma,2015,Other synthetic narcotics,T40.4,93,3911338,2.4
Oklahoma,2016,Other synthetic narcotics,T40.4,98,3923561,2.5
Oklahoma,2017,Other synthetic narcotics,T40.4,102,3930864,2.6
Oklahoma,2018,Other synthetic narcotics,T40.4,79,3943079,2
Oklahoma,2019,Other synthetic narcotics,T40.4,81,3956971,2
Oklahoma,2020,Other synthetic narcotics,T40.4,150,3980783,3.8
Oregon,1999,Other synthetic narcotics,T40.4,Suppressed,3393941,Suppressed
Oregon,2000,Other synthetic narcotics,T40.4,Suppressed,3421399,Suppressed
Oregon,2001,Other synthetic narcotics,T40.4,15,3467937,Unreliable
Oregon,2002,Other synthetic narcotics,T40.4,11,3513424,Unreliable
Oregon,2003,Other synthetic narcotics,T40.4,11,3547376,Unreliable
Oregon,2004,Other synthetic narcotics,T40.4,13,3569463,Unreliable
Oregon,2005,Other synthetic narcotics,T40.4,22,3613202,0.6
Oregon,2006,Other synthetic narcotics,T40.4,27,3670883,0.7
Oregon,2007,Other synthetic narcotics,T40.4,18,3722417,Unreliable
Oregon,2008,Other synthetic narcotics,T40.4,22,3768748,0.6
Oregon,2009,Other synthetic narcotics,T40.4,30,3808600,0.8
Oregon,2010,Other synthetic narcotics,T40.4,27,3831074,0.7
Oregon,2011,Other synthetic narcotics,T40.4,29,3871859,0.7
Oregon,2012,Other synthetic narcotics,T40.4,31,3899353,0.8
Oregon,2013,Other synthetic narcotics,T40.4,27,3930065,0.7
Oregon,2014,Other synthetic narcotics,T40.4,33,3970239,0.8
Oregon,2015,Other synthetic narcotics,T40.4,34,4028977,0.8
Oregon,2016,Other synthetic narcotics,T40.4,43,4093465,1.1
Oregon,2017,Other synthetic narcotics,T40.4,85,4142776,2.1
Oregon,2018,Other synthetic narcotics,T40.4,97,4190713,2.3
Oregon,2019,Other synthetic narcotics,T40.4,95,4217737,2.3
Oregon,2020,Other synthetic narcotics,T40.4,243,4241507,5.7
Pennsylvania,1999,Other synthetic narcotics,T40.4,24,12263805,0.2
Pennsylvania,2000,Other synthetic narcotics,T40.4,32,12281054,0.3
Pennsylvania,2001,Other synthetic narcotics,T40.4,28,12298970,0.2
Pennsylvania,2002,Other synthetic narcotics,T40.4,42,12331031,0.3
Pennsylvania,2003,Other synthetic narcotics,T40.4,68,12374658,0.5
Pennsylvania,2004,Other synthetic narcotics,T40.4,86,12410722,0.7
Pennsylvania,2005,Other synthetic narcotics,T40.4,72,12449990,0.6
Pennsylvania,2006,Other synthetic narcotics,T40.4,93,12510809,0.7
Pennsylvania,2007,Other synthetic narcotics,T40.4,83,12563937,0.7
Pennsylvania,2008,Other synthetic narcotics,T40.4,99,12612285,0.8
Pennsylvania,2009,Other synthetic narcotics,T40.4,105,12666858,0.8
Pennsylvania,2010,Other synthetic narcotics,T40.4,98,12702379,0.8
Pennsylvania,2011,Other synthetic narcotics,T40.4,111,12742886,0.9
Pennsylvania,2012,Other synthetic narcotics,T40.4,99,12763536,0.8
Pennsylvania,2013,Other synthetic narcotics,T40.4,108,12773801,0.8
Pennsylvania,2014,Other synthetic narcotics,T40.4,217,12787209,1.7
Pennsylvania,2015,Other synthetic narcotics,T40.4,429,12802503,3.4
Pennsylvania,2016,Other synthetic narcotics,T40.4,1309,12784227,10.2
Pennsylvania,2017,Other synthetic narcotics,T40.4,1982,12805537,15.5
Pennsylvania,2018,Other synthetic narcotics,T40.4,2430,12807060,19
Pennsylvania,2019,Other synthetic narcotics,T40.4,2661,12801989,20.8
Pennsylvania,2020,Other synthetic narcotics,T40.4,3574,12783254,28
Rhode Island,1999,Other synthetic narcotics,T40.4,Suppressed,1040402,Suppressed
Rhode Island,2000,Other synthetic narcotics,T40.4,Suppressed,1048319,Suppressed
Rhode Island,2001,Other synthetic narcotics,T40.4,Suppressed,1057142,Suppressed
Rhode Island,2002,Other synthetic narcotics,T40.4,Suppressed,1065995,Suppressed
Rhode Island,2003,Other synthetic narcotics,T40.4,Suppressed,1071342,Suppressed
Rhode Island,2004,Other synthetic narcotics,T40.4,10,1074579,Unreliable
Rhode Island,2005,Other synthetic narcotics,T40.4,10,1067916,Unreliable
Rhode Island,2006,Other synthetic narcotics,T40.4,Suppressed,1063096,Suppressed
Rhode Island,2007,Other synthetic narcotics,T40.4,Suppressed,1057315,Suppressed
Rhode Island,2008,Other synthetic narcotics,T40.4,13,1055003,Unreliable
Rhode Island,2009,Other synthetic narcotics,T40.4,11,1053646,Unreliable
Rhode Island,2010,Other synthetic narcotics,T40.4,12,1052567,Unreliable
Rhode Island,2011,Other synthetic narcotics,T40.4,Suppressed,1051302,Suppressed
Rhode Island,2012,Other synthetic narcotics,T40.4,12,1050292,Unreliable
Rhode Island,2013,Other synthetic narcotics,T40.4,32,1051511,3
Rhode Island,2014,Other synthetic narcotics,T40.4,82,1055173,7.8
Rhode Island,2015,Other synthetic narcotics,T40.4,137,1056298,13
Rhode Island,2016,Other synthetic narcotics,T40.4,182,1056426,17.2
Rhode Island,2017,Other synthetic narcotics,T40.4,201,1059639,19
Rhode Island,2018,Other synthetic narcotics,T40.4,213,1057315,20.1
Rhode Island,2019,Other synthetic narcotics,T40.4,203,1059361,19.2
Rhode Island,2020,Other synthetic narcotics,T40.4,292,1057125,27.6
South Carolina,1999,Other synthetic narcotics,T40.4,Suppressed,3974682,Suppressed
South Carolina,2000,Other synthetic narcotics,T40.4,19,4012012,Unreliable
South Carolina,2001,Other synthetic narcotics,T40.4,Suppressed,4064995,Suppressed
South Carolina,2002,Other synthetic narcotics,T40.4,22,4107795,0.5
South Carolina,2003,Other synthetic narcotics,T40.4,19,4150297,Unreliable
South Carolina,2004,Other synthetic narcotics,T40.4,32,4210921,0.8
South Carolina,2005,Other synthetic narcotics,T40.4,30,4270150,0.7
South Carolina,2006,Other synthetic narcotics,T40.4,41,4357847,0.9
South Carolina,2007,Other synthetic narcotics,T40.4,35,4444110,0.8
South Carolina,2008,Other synthetic narcotics,T40.4,41,4528996,0.9
South Carolina,2009,Other synthetic narcotics,T40.4,56,4589872,1.2
South Carolina,2010,Other synthetic narcotics,T40.4,58,4625364,1.3
South Carolina,2011,Other synthetic narcotics,T40.4,47,4679230,1
South Carolina,2012,Other synthetic narcotics,T40.4,46,4723723,1
South Carolina,2013,Other synthetic narcotics,T40.4,50,4774839,1
South Carolina,2014,Other synthetic narcotics,T40.4,110,4832482,2.3
South Carolina,2015,Other synthetic narcotics,T40.4,161,4896146,3.3
South Carolina,2016,Other synthetic narcotics,T40.4,237,4961119,4.8
South Carolina,2017,Other synthetic narcotics,T40.4,404,5024369,8
South Carolina,2018,Other synthetic narcotics,T40.4,510,5084127,10
South Carolina,2019,Other synthetic narcotics,T40.4,568,5148714,11
South Carolina,2020,Other synthetic narcotics,T40.4,1149,5218040,22
South Dakota,1999,Other synthetic narcotics,T40.4,Suppressed,750412,Suppressed
South Dakota,2000,Other synthetic narcotics,T40.4,Suppressed,754844,Suppressed
South Dakota,2001,Other synthetic narcotics,T40.4,Suppressed,757972,Suppressed
South Dakota,2002,Other synthetic narcotics,T40.4,Suppressed,760020,Suppressed
South Dakota,2003,Other synthetic narcotics,T40.4,Suppressed,763729,Suppressed
South Dakota,2004,Other synthetic narcotics,T40.4,Suppressed,770396,Suppressed
South Dakota,2005,Other synthetic narcotics,T40.4,Suppressed,775493,Suppressed
South Dakota,2006,Other synthetic narcotics,T40.4,Suppressed,783033,Suppressed
South Dakota,2007,Other synthetic narcotics,T40.4,Suppressed,791623,Suppressed
South Dakota,2008,Other synthetic narcotics,T40.4,Suppressed,799124,Suppressed
South Dakota,2009,Other synthetic narcotics,T40.4,12,807067,Unreliable
South Dakota,2010,Other synthetic narcotics,T40.4,Suppressed,814180,Suppressed
South Dakota,2011,Other synthetic narcotics,T40.4,Suppressed,824082,Suppressed
South Dakota,2012,Other synthetic narcotics,T40.4,Suppressed,833354,Suppressed
South Dakota,2013,Other synthetic narcotics,T40.4,Suppressed,844877,Suppressed
South Dakota,2014,Other synthetic narcotics,T40.4,Suppressed,853175,Suppressed
South Dakota,2015,Other synthetic narcotics,T40.4,Suppressed,858469,Suppressed
South Dakota,2016,Other synthetic narcotics,T40.4,10,865454,Unreliable
South Dakota,2017,Other synthetic narcotics,T40.4,14,869666,Unreliable
South Dakota,2018,Other synthetic narcotics,T40.4,13,882235,Unreliable
South Dakota,2019,Other synthetic narcotics,T40.4,24,884659,2.7
South Dakota,2020,Other synthetic narcotics,T40.4,34,892717,3.8
Tennessee,1999,Other synthetic narcotics,T40.4,17,5638706,Unreliable
Tennessee,2000,Other synthetic narcotics,T40.4,16,5689283,Unreliable
Tennessee,2001,Other synthetic narcotics,T40.4,10,5750789,Unreliable
Tennessee,2002,Other synthetic narcotics,T40.4,21,5795918,0.4
Tennessee,2003,Other synthetic narcotics,T40.4,64,5847812,1.1
Tennessee,2004,Other synthetic narcotics,T40.4,74,5910809,1.3
Tennessee,2005,Other synthetic narcotics,T40.4,79,5991057,1.3
Tennessee,2006,Other synthetic narcotics,T40.4,64,6088766,1.1
Tennessee,2007,Other synthetic narcotics,T40.4,84,6175727,1.4
Tennessee,2008,Other synthetic narcotics,T40.4,98,6247411,1.6
Tennessee,2009,Other synthetic narcotics,T40.4,75,6306019,1.2
Tennessee,2010,Other synthetic narcotics,T40.4,72,6346105,1.1
Tennessee,2011,Other synthetic narcotics,T40.4,64,6403353,1
Tennessee,2012,Other synthetic narcotics,T40.4,77,6456243,1.2
Tennessee,2013,Other synthetic narcotics,T40.4,99,6495978,1.5
Tennessee,2014,Other synthetic narcotics,T40.4,132,6549352,2
Tennessee,2015,Other synthetic narcotics,T40.4,251,6600299,3.8
Tennessee,2016,Other synthetic narcotics,T40.4,395,6651194,5.9
Tennessee,2017,Other synthetic narcotics,T40.4,590,6715984,8.8
Tennessee,2018,Other synthetic narcotics,T40.4,827,6770010,12.2
Tennessee,2019,Other synthetic narcotics,T40.4,1152,6829174,16.9
Tennessee,2020,Other synthetic narcotics,T40.4,2104,6886834,30.6
Texas,1999,Other synthetic narcotics,T40.4,49,20558220,0.2
Texas,2000,Other synthetic narcotics,T40.4,46,20851820,0.2
Texas,2001,Other synthetic narcotics,T40.4,77,21319622,0.4
Texas,2002,Other synthetic narcotics,T40.4,117,21690325,0.5
Texas,2003,Other synthetic narcotics,T40.4,76,22030931,0.3
Texas,2004,Other synthetic narcotics,T40.4,94,22394023,0.4
Texas,2005,Other synthetic narcotics,T40.4,86,22778123,0.4
Texas,2006,Other synthetic narcotics,T40.4,111,23359580,0.5
Texas,2007,Other synthetic narcotics,T40.4,118,23831983,0.5
Texas,2008,Other synthetic narcotics,T40.4,86,24309039,0.4
Texas,2009,Other synthetic narcotics,T40.4,166,24801761,0.7
Texas,2010,Other synthetic narcotics,T40.4,156,25145561,0.6
Texas,2011,Other synthetic narcotics,T40.4,114,25674681,0.4
Texas,2012,Other synthetic narcotics,T40.4,121,26059203,0.5
Texas,2013,Other synthetic narcotics,T40.4,112,26448193,0.4
Texas,2014,Other synthetic narcotics,T40.4,157,26956958,0.6
Texas,2015,Other synthetic narcotics,T40.4,186,27469114,0.7
Texas,2016,Other synthetic narcotics,T40.4,250,27862596,0.9
Texas,2017,Other synthetic narcotics,T40.4,348,28304596,1.2
Texas,2018,Other synthetic narcotics,T40.4,358,28701845,1.2
Texas,2019,Other synthetic narcotics,T40.4,423,28995881,1.5
Texas,2020,Other synthetic narcotics,T40.4,1050,29360759,3.6
Utah,1999,Other synthetic narcotics,T40.4,Suppressed,2203482,Suppressed
Utah,2000,Other synthetic narcotics,T40.4,11,2233169,Unreliable
Utah,2001,Other synthetic narcotics,T40.4,Suppressed,2283715,Suppressed
Utah,2002,Other synthetic narcotics,T40.4,13,2324815,Unreliable
Utah,2003,Other synthetic narcotics,T40.4,23,2360137,1
Utah,2004,Other synthetic narcotics,T40.4,13,2401580,Unreliable
Utah,2005,Other synthetic narcotics,T40.4,38,2457719,1.5
Utah,2006,Other synthetic narcotics,T40.4,38,2525507,1.5
Utah,2007,Other synthetic narcotics,T40.4,33,2597746,1.3
Utah,2008,Other synthetic narcotics,T40.4,26,2663029,1
Utah,2009,Other synthetic narcotics,T40.4,59,2723421,2.2
Utah,2010,Other synthetic narcotics,T40.4,50,2763885,1.8
Utah,2011,Other synthetic narcotics,T40.4,56,2817222,2
Utah,2012,Other synthetic narcotics,T40.4,59,2855287,2.1
Utah,2013,Other synthetic narcotics,T40.4,58,2900872,2
Utah,2014,Other synthetic narcotics,T40.4,68,2942902,2.3
Utah,2015,Other synthetic narcotics,T40.4,62,2995919,2.1
Utah,2016,Other synthetic narcotics,T40.4,72,3051217,2.4
Utah,2017,Other synthetic narcotics,T40.4,92,3101833,3
Utah,2018,Other synthetic narcotics,T40.4,83,3161105,2.6
Utah,2019,Other synthetic narcotics,T40.4,94,3205958,2.9
Utah,2020,Other synthetic narcotics,T40.4,157,3249879,4.8
Vermont,1999,Other synthetic narcotics,T40.4,Suppressed,604683,Suppressed
Vermont,2000,Other synthetic narcotics,T40.4,Suppressed,608827,Suppressed
Vermont,2001,Other synthetic narcotics,T40.4,Suppressed,612223,Suppressed
Vermont,2002,Other synthetic narcotics,T40.4,Suppressed,615442,Suppressed
Vermont,2003,Other synthetic narcotics,T40.4,10,617858,Unreliable
Vermont,2004,Other synthetic narcotics,T40.4,11,619920,Unreliable
Vermont,2005,Other synthetic narcotics,T40.4,Suppressed,621215,Suppressed
Vermont,2006,Other synthetic narcotics,T40.4,15,622892,Unreliable
Vermont,2007,Other synthetic narcotics,T40.4,15,623481,Unreliable
Vermont,2008,Other synthetic narcotics,T40.4,14,624151,Unreliable
Vermont,2009,Other synthetic narcotics,T40.4,Suppressed,624817,Suppressed
Vermont,2010,Other synthetic narcotics,T40.4,Suppressed,625741,Suppressed
Vermont,2011,Other synthetic narcotics,T40.4,12,626431,Unreliable
Vermont,2012,Other synthetic narcotics,T40.4,Suppressed,626011,Suppressed
Vermont,2013,Other synthetic narcotics,T40.4,17,626630,Unreliable
Vermont,2014,Other synthetic narcotics,T40.4,21,626562,3.4
Vermont,2015,Other synthetic narcotics,T40.4,33,626042,5.3
Vermont,2016,Other synthetic narcotics,T40.4,53,624594,8.5
Vermont,2017,Other synthetic narcotics,T40.4,77,623657,12.3
Vermont,2018,Other synthetic narcotics,T40.4,106,626299,16.9
Vermont,2019,Other synthetic narcotics,T40.4,100,623989,16
Vermont,2020,Other synthetic narcotics,T40.4,137,623347,22
Virginia,1999,Other synthetic narcotics,T40.4,21,7000174,0.3
Virginia,2000,Other synthetic narcotics,T40.4,26,7078515,0.4
Virginia,2001,Other synthetic narcotics,T40.4,31,7198362,0.4
Virginia,2002,Other synthetic narcotics,T40.4,49,7286873,0.7
Virginia,2003,Other synthetic narcotics,T40.4,44,7366977,0.6
Virginia,2004,Other synthetic narcotics,T40.4,62,7475575,0.8
Virginia,2005,Other synthetic narcotics,T40.4,42,7577105,0.6
Virginia,2006,Other synthetic narcotics,T40.4,63,7673725,0.8
Virginia,2007,Other synthetic narcotics,T40.4,68,7751000,0.9
Virginia,2008,Other synthetic narcotics,T40.4,89,7833496,1.1
Virginia,2009,Other synthetic narcotics,T40.4,80,7925937,1
Virginia,2010,Other synthetic narcotics,T40.4,87,8001024,1.1
Virginia,2011,Other synthetic narcotics,T40.4,77,8096604,1
Virginia,2012,Other synthetic narcotics,T40.4,89,8185867,1.1
Virginia,2013,Other synthetic narcotics,T40.4,125,8260405,1.5
Virginia,2014,Other synthetic narcotics,T40.4,176,8326289,2.1
Virginia,2015,Other synthetic narcotics,T40.4,270,8382993,3.2
Virginia,2016,Other synthetic narcotics,T40.4,648,8411808,7.7
Virginia,2017,Other synthetic narcotics,T40.4,829,8470020,9.8
Virginia,2018,Other synthetic narcotics,T40.4,852,8517685,10
Virginia,2019,Other synthetic narcotics,T40.4,993,8535519,11.6
Virginia,2020,Other synthetic narcotics,T40.4,1675,8590563,19.5
Washington,1999,Other synthetic narcotics,T40.4,23,5842564,0.4
Washington,2000,Other synthetic narcotics,T40.4,23,5894121,0.4
Washington,2001,Other synthetic narcotics,T40.4,27,5985722,0.5
Washington,2002,Other synthetic narcotics,T40.4,47,6052349,0.8
Washington,2003,Other synthetic narcotics,T40.4,33,6104115,0.5
Washington,2004,Other synthetic narcotics,T40.4,42,6178645,0.7
Washington,2005,Other synthetic narcotics,T40.4,54,6257305,0.9
Washington,2006,Other synthetic narcotics,T40.4,51,6370753,0.8
Washington,2007,Other synthetic narcotics,T40.4,37,6461587,0.6
Washington,2008,Other synthetic narcotics,T40.4,53,6562231,0.8
Washington,2009,Other synthetic narcotics,T40.4,71,6667426,1.1
Washington,2010,Other synthetic narcotics,T40.4,65,6724540,1
Washington,2011,Other synthetic narcotics,T40.4,53,6830038,0.8
Washington,2012,Other synthetic narcotics,T40.4,59,6897012,0.9
Washington,2013,Other synthetic narcotics,T40.4,59,6971406,0.8
Washington,2014,Other synthetic narcotics,T40.4,62,7061530,0.9
Washington,2015,Other synthetic narcotics,T40.4,65,7170351,0.9
Washington,2016,Other synthetic narcotics,T40.4,93,7288000,1.3
Washington,2017,Other synthetic narcotics,T40.4,143,7405743,1.9
Washington,2018,Other synthetic narcotics,T40.4,221,7535591,2.9
Washington,2019,Other synthetic narcotics,T40.4,337,7614893,4.4
Washington,2020,Other synthetic narcotics,T40.4,674,7693612,8.8
West Virginia,1999,Other synthetic narcotics,T40.4,12,1811799,Unreliable
West Virginia,2000,Other synthetic narcotics,T40.4,Suppressed,1808344,Suppressed
West Virginia,2001,Other synthetic narcotics,T40.4,37,1801481,2.1
West Virginia,2002,Other synthetic narcotics,T40.4,39,1805414,2.2
West Virginia,2003,Other synthetic narcotics,T40.4,43,1812295,2.4
West Virginia,2004,Other synthetic narcotics,T40.4,67,1816438,3.7
West Virginia,2005,Other synthetic narcotics,T40.4,42,1820492,2.3
West Virginia,2006,Other synthetic narcotics,T40.4,50,1827912,2.7
West Virginia,2007,Other synthetic narcotics,T40.4,80,1834052,4.4
West Virginia,2008,Other synthetic narcotics,T40.4,87,1840310,4.7
West Virginia,2009,Other synthetic narcotics,T40.4,42,1847775,2.3
West Virginia,2010,Other synthetic narcotics,T40.4,102,1852994,5.5
West Virginia,2011,Other synthetic narcotics,T40.4,99,1855364,5.3
West Virginia,2012,Other synthetic narcotics,T40.4,89,1855413,4.8
West Virginia,2013,Other synthetic narcotics,T40.4,98,1854304,5.3
West Virginia,2014,Other synthetic narcotics,T40.4,122,1850326,6.6
West Virginia,2015,Other synthetic narcotics,T40.4,217,1844128,11.8
West Virginia,2016,Other synthetic narcotics,T40.4,435,1831102,23.8
West Virginia,2017,Other synthetic narcotics,T40.4,618,1815857,34
West Virginia,2018,Other synthetic narcotics,T40.4,551,1805832,30.5
West Virginia,2019,Other synthetic narcotics,T40.4,572,1792147,31.9
West Virginia,2020,Other synthetic narcotics,T40.4,1043,1784787,58.4
Wisconsin,1999,Other synthetic narcotics,T40.4,16,5332666,Unreliable
Wisconsin,2000,Other synthetic narcotics,T40.4,23,5363675,0.4
Wisconsin,2001,Other synthetic narcotics,T40.4,24,5406835,0.4
Wisconsin,2002,Other synthetic narcotics,T40.4,26,5445162,0.5
Wisconsin,2003,Other synthetic narcotics,T40.4,42,5479203,0.8
Wisconsin,2004,Other synthetic narcotics,T40.4,42,5514026,0.8
Wisconsin,2005,Other synthetic narcotics,T40.4,53,5546166,1
Wisconsin,2006,Other synthetic narcotics,T40.4,56,5577655,1
Wisconsin,2007,Other synthetic narcotics,T40.4,55,5610775,1
Wisconsin,2008,Other synthetic narcotics,T40.4,53,5640996,0.9
Wisconsin,2009,Other synthetic narcotics,T40.4,76,5669264,1.3
Wisconsin,2010,Other synthetic narcotics,T40.4,66,5686986,1.2
Wisconsin,2011,Other synthetic narcotics,T40.4,60,5711767,1.1
Wisconsin,2012,Other synthetic narcotics,T40.4,56,5726398,1
Wisconsin,2013,Other synthetic narcotics,T40.4,81,5742713,1.4
Wisconsin,2014,Other synthetic narcotics,T40.4,90,5757564,1.6
Wisconsin,2015,Other synthetic narcotics,T40.4,112,5771337,1.9
Wisconsin,2016,Other synthetic narcotics,T40.4,288,5778708,5
Wisconsin,2017,Other synthetic narcotics,T40.4,466,5795483,8
Wisconsin,2018,Other synthetic narcotics,T40.4,506,5813568,8.7
Wisconsin,2019,Other synthetic narcotics,T40.4,660,5822434,11.3
Wisconsin,2020,Other synthetic narcotics,T40.4,1076,5832655,18.4
Wyoming,1999,Other synthetic narcotics,T40.4,Suppressed,491780,Suppressed
Wyoming,2000,Other synthetic narcotics,T40.4,Suppressed,493782,Suppressed
Wyoming,2001,Other synthetic narcotics,T40.4,Suppressed,494657,Suppressed
Wyoming,2002,Other synthetic narcotics,T40.4,Suppressed,500017,Suppressed
Wyoming,2003,Other synthetic narcotics,T40.4,Suppressed,503453,Suppressed
Wyoming,2004,Other synthetic narcotics,T40.4,Suppressed,509106,Suppressed
Wyoming,2005,Other synthetic narcotics,T40.4,Suppressed,514157,Suppressed
Wyoming,2006,Other synthetic narcotics,T40.4,Suppressed,522667,Suppressed
Wyoming,2007,Other synthetic narcotics,T40.4,Suppressed,534876,Suppressed
Wyoming,2008,Other synthetic narcotics,T40.4,11,546043,Unreliable
Wyoming,2009,Other synthetic narcotics,T40.4,Suppressed,559851,Suppressed
Wyoming,2010,Other synthetic narcotics,T40.4,Suppressed,563626,Suppressed
Wyoming,2011,Other synthetic narcotics,T40.4,Suppressed,568158,Suppressed
Wyoming,2012,Other synthetic narcotics,T40.4,Suppressed,576412,Suppressed
Wyoming,2013,Other synthetic narcotics,T40.4,Suppressed,582658,Suppressed
Wyoming,2014,Other synthetic narcotics,T40.4,12,584153,Unreliable
Wyoming,2015,Other synthetic narcotics,T40.4,Suppressed,586107,Suppressed
Wyoming,2016,Other synthetic narcotics,T40.4,Suppressed,585501,Suppressed
Wyoming,2017,Other synthetic narcotics,T40.4,17,579315,Unreliable
Wyoming,2018,Other synthetic narcotics,T40.4,10,577737,Unreliable
Wyoming,2019,Other synthetic narcotics,T40.4,17,578759,Unreliable
Wyoming,2020,Other synthetic narcotics,T40.4,27,582328,4.6
