Notes,State,State Code,Year,Year Code,Multiple Cause of death,Multiple Cause of death Code,Deaths,Population,Crude Rate
,Missouri,29,2001,2001,Other synthetic narcotics,T40.4,36,5641142,0.6
,Missouri,29,2002,2002,Other opioids,T40.2,80,5674825,1.4
,Missouri,29,2002,2002,Methadone,T40.3,24,5674825,0.4
,Missouri,29,2002,2002,Other synthetic narcotics,T40.4,30,5674825,0.5
,Missouri,29,2003,2003,Other opioids,T40.2,140,5709403,2.5
,Missouri,29,2003,2003,Methadone,T40.3,69,5709403,1.2
,Missouri,29,2003,2003,Other synthetic narcotics,T40.4,33,5709403,0.6
,Missouri,29,2004,2004,Other opioids,T40.2,132,5747741,2.3
,Missouri,29,2004,2004,Methadone,T40.3,41,5747741,0.7
,Missouri,29,2004,2004,Other synthetic narcotics,T40.4,47,5747741,0.8
,Missouri,29,2005,2005,Other opioids,T40.2,139,5790300,2.4
,Missouri,29,2005,2005,Methadone,T40.3,85,5790300,1.5
,Missouri,29,2005,2005,Other synthetic narcotics,T40.4,47,5790300,0.8
,Missouri,29,2006,2006,Other opioids,T40.2,151,5842704,2.6
,Missouri,29,2006,2006,Methadone,T40.3,88,5842704,1.5
,Missouri,29,2006,2006,Other synthetic narcotics,T40.4,140,5842704,2.4
,Missouri,29,2007,2007,Other opioids,T40.2,172,5887612,2.9
,Missouri,29,2007,2007,Methadone,T40.3,89,5887612,1.5
,Missouri,29,2007,2007,Other synthetic narcotics,T40.4,70,5887612,1.2
,Missouri,29,2008,2008,Other opioids,T40.2,224,5923916,3.8
,Missouri,29,2008,2008,Methadone,T40.3,89,5923916,1.5
,Missouri,29,2008,2008,Other synthetic narcotics,T40.4,55,5923916,0.9
,Missouri,29,2009,2009,Other opioids,T40.2,189,5961088,3.2
,Missouri,29,2009,2009,Methadone,T40.3,80,5961088,1.3
,Missouri,29,2009,2009,Other synthetic narcotics,T40.4,67,5961088,1.1
,Missouri,29,2010,2010,Other opioids,T40.2,248,5988927,4.1
,Missouri,29,2010,2010,Methadone,T40.3,78,5988927,1.3
,Missouri,29,2010,2010,Other synthetic narcotics,T40.4,92,5988927,1.5
,Missouri,29,2011,2011,Other opioids,T40.2,222,6010688,3.7
,Missouri,29,2011,2011,Methadone,T40.3,73,6010688,1.2
,Missouri,29,2011,2011,Other synthetic narcotics,T40.4,66,6010688,1.1
,Missouri,29,2012,2012,Other opioids,T40.2,203,6021988,3.4
,Missouri,29,2012,2012,Methadone,T40.3,62,6021988,1
,Missouri,29,2012,2012,Other synthetic narcotics,T40.4,56,6021988,0.9
,Missouri,29,2013,2013,Other opioids,T40.2,237,6044171,3.9
,Missouri,29,2013,2013,Methadone,T40.3,54,6044171,0.9
,Missouri,29,2013,2013,Other synthetic narcotics,T40.4,97,6044171,1.6
,Missouri,29,2014,2014,Other opioids,T40.2,237,6063589,3.9
,Missouri,29,2014,2014,Methadone,T40.3,53,6063589,0.9
,Missouri,29,2014,2014,Other synthetic narcotics,T40.4,109,6063589,1.8
,Missouri,29,2015,2015,Other opioids,T40.2,237,6083672,3.9
,Missouri,29,2015,2015,Methadone,T40.3,62,6083672,1
,Missouri,29,2015,2015,Other synthetic narcotics,T40.4,183,6083672,3
,Missouri,29,2016,2016,Other opioids,T40.2,231,6093000,3.8
,Missouri,29,2016,2016,Methadone,T40.3,41,6093000,0.7
,Missouri,29,2016,2016,Other synthetic narcotics,T40.4,441,6093000,7.2
,Missouri,29,2017,2017,Other opioids,T40.2,226,6113532,3.7
,Missouri,29,2017,2017,Methadone,T40.3,32,6113532,0.5
,Missouri,29,2017,2017,Other synthetic narcotics,T40.4,618,6113532,10.1
,Missouri,29,2018,2018,Other opioids,T40.2,231,6126452,3.8
,Missouri,29,2018,2018,Methadone,T40.3,40,6126452,0.7
,Missouri,29,2018,2018,Other synthetic narcotics,T40.4,868,6126452,14.2
,Missouri,29,2019,2019,Other opioids,T40.2,220,6137428,3.6
,Missouri,29,2019,2019,Methadone,T40.3,30,6137428,0.5
,Missouri,29,2019,2019,Other synthetic narcotics,T40.4,886,6137428,14.4
,Missouri,29,2020,2020,Other opioids,T40.2,211,6151548,3.4
,Missouri,29,2020,2020,Methadone,T40.3,26,6151548,0.4
,Missouri,29,2020,2020,Other synthetic narcotics,T40.4,1205,6151548,19.6
,Montana,30,1999,1999,Other opioids,T40.2,Suppressed,897507,Suppressed
,Montana,30,1999,1999,Methadone,T40.3,Suppressed,897507,Suppressed
,Montana,30,1999,1999,Other synthetic narcotics,T40.4,Suppressed,897507,Suppressed
,Montana,30,2000,2000,Other opioids,T40.2,Suppressed,902195,Suppressed
,Montana,30,2000,2000,Methadone,T40.3,Suppressed,902195,Suppressed
,Montana,30,2000,2000,Other synthetic narcotics,T40.4,Suppressed,902195,Suppressed
,Montana,30,2001,2001,Other opioids,T40.2,15,906961,Unreliable
,Montana,30,2001,2001,Methadone,T40.3,Suppressed,906961,Suppressed
,Montana,30,2001,2001,Other synthetic narcotics,T40.4,Suppressed,906961,Suppressed
,Montana,30,2002,2002,Other opioids,T40.2,Suppressed,911667,Suppressed
,Montana,30,2002,2002,Methadone,T40.3,10,911667,Unreliable
,Montana,30,2002,2002,Other synthetic narcotics,T40.4,Suppressed,911667,Suppressed
,Montana,30,2003,2003,Other opioids,T40.2,16,919630,Unreliable
,Montana,30,2003,2003,Methadone,T40.3,24,919630,2.6
,Montana,30,2003,2003,Other synthetic narcotics,T40.4,Suppressed,919630,Suppressed
,Montana,30,2004,2004,Other opioids,T40.2,14,930009,Unreliable
,Montana,30,2004,2004,Methadone,T40.3,21,930009,2.3
,Montana,30,2004,2004,Other synthetic narcotics,T40.4,Suppressed,930009,Suppressed
,Montana,30,2005,2005,Other opioids,T40.2,19,940102,Unreliable
,Montana,30,2005,2005,Methadone,T40.3,15,940102,Unreliable
,Montana,30,2005,2005,Other synthetic narcotics,T40.4,Suppressed,940102,Suppressed
,Montana,30,2006,2006,Other opioids,T40.2,12,952692,Unreliable
,Montana,30,2006,2006,Methadone,T40.3,27,952692,2.8
,Montana,30,2006,2006,Other synthetic narcotics,T40.4,Suppressed,952692,Suppressed
,Montana,30,2007,2007,Other opioids,T40.2,25,964706,2.6
,Montana,30,2007,2007,Methadone,T40.3,27,964706,2.8
,Montana,30,2007,2007,Other synthetic narcotics,T40.4,Suppressed,964706,Suppressed
,Montana,30,2008,2008,Other opioids,T40.2,27,976415,2.8
,Montana,30,2008,2008,Methadone,T40.3,26,976415,2.7
,Montana,30,2008,2008,Other synthetic narcotics,T40.4,16,976415,Unreliable
,Montana,30,2009,2009,Other opioids,T40.2,42,983982,4.3
,Montana,30,2009,2009,Methadone,T40.3,37,983982,3.8
,Montana,30,2009,2009,Other synthetic narcotics,T40.4,21,983982,2.1
,Montana,30,2010,2010,Other opioids,T40.2,33,989415,3.3
,Montana,30,2010,2010,Methadone,T40.3,12,989415,Unreliable
,Montana,30,2010,2010,Other synthetic narcotics,T40.4,10,989415,Unreliable
,Montana,30,2011,2011,Other opioids,T40.2,32,998199,3.2
,Montana,30,2011,2011,Methadone,T40.3,20,998199,2
,Montana,30,2011,2011,Other synthetic narcotics,T40.4,14,998199,Unreliable
,Montana,30,2012,2012,Other opioids,T40.2,25,1005141,2.5
,Montana,30,2012,2012,Methadone,T40.3,13,1005141,Unreliable
,Montana,30,2012,2012,Other synthetic narcotics,T40.4,13,1005141,Unreliable
,Montana,30,2013,2013,Other opioids,T40.2,43,1015165,4.2
,Montana,30,2013,2013,Methadone,T40.3,14,1015165,Unreliable
,Montana,30,2013,2013,Other synthetic narcotics,T40.4,Suppressed,1015165,Suppressed
,Montana,30,2014,2014,Other opioids,T40.2,22,1023579,2.1
,Montana,30,2014,2014,Methadone,T40.3,16,1023579,Unreliable
,Montana,30,2014,2014,Other synthetic narcotics,T40.4,14,1023579,Unreliable
,Montana,30,2015,2015,Other opioids,T40.2,26,1032949,2.5
,Montana,30,2015,2015,Methadone,T40.3,Suppressed,1032949,Suppressed
,Montana,30,2015,2015,Other synthetic narcotics,T40.4,Suppressed,1032949,Suppressed
,Montana,30,2016,2016,Other opioids,T40.2,12,1042520,Unreliable
,Montana,30,2016,2016,Methadone,T40.3,Suppressed,1042520,Suppressed
,Montana,30,2016,2016,Other synthetic narcotics,T40.4,14,1042520,Unreliable
,Montana,30,2017,2017,Other opioids,T40.2,22,1050493,2.1
,Montana,30,2017,2017,Methadone,T40.3,Suppressed,1050493,Suppressed
,Montana,30,2017,2017,Other synthetic narcotics,T40.4,Suppressed,1050493,Suppressed
,Montana,30,2018,2018,Other opioids,T40.2,23,1062305,2.2
,Montana,30,2018,2018,Methadone,T40.3,Suppressed,1062305,Suppressed
,Montana,30,2018,2018,Other synthetic narcotics,T40.4,11,1062305,Unreliable
,Montana,30,2019,2019,Other opioids,T40.2,25,1068778,2.3
,Montana,30,2019,2019,Methadone,T40.3,10,1068778,Unreliable
,Montana,30,2019,2019,Other synthetic narcotics,T40.4,16,1068778,Unreliable
,Montana,30,2020,2020,Other opioids,T40.2,35,1080577,3.2
,Montana,30,2020,2020,Methadone,T40.3,Suppressed,1080577,Suppressed
,Montana,30,2020,2020,Other synthetic narcotics,T40.4,30,1080577,2.8
,Nebraska,31,1999,1999,Other opioids,T40.2,Suppressed,1704764,Suppressed
,Nebraska,31,1999,1999,Methadone,T40.3,Suppressed,1704764,Suppressed
,Nebraska,31,1999,1999,Other synthetic narcotics,T40.4,Suppressed,1704764,Suppressed
,Nebraska,31,2000,2000,Other opioids,T40.2,Suppressed,1711263,Suppressed
,Nebraska,31,2000,2000,Methadone,T40.3,Suppressed,1711263,Suppressed
,Nebraska,31,2000,2000,Other synthetic narcotics,T40.4,Suppressed,1711263,Suppressed
,Nebraska,31,2001,2001,Other opioids,T40.2,16,1719836,Unreliable
,Nebraska,31,2001,2001,Methadone,T40.3,Suppressed,1719836,Suppressed
,Nebraska,31,2001,2001,Other synthetic narcotics,T40.4,10,1719836,Unreliable
,Nebraska,31,2002,2002,Other opioids,T40.2,11,1728292,Unreliable
,Nebraska,31,2002,2002,Methadone,T40.3,Suppressed,1728292,Suppressed
,Nebraska,31,2002,2002,Other synthetic narcotics,T40.4,Suppressed,1728292,Suppressed
,Nebraska,31,2003,2003,Other opioids,T40.2,11,1738643,Unreliable
,Nebraska,31,2003,2003,Methadone,T40.3,Suppressed,1738643,Suppressed
,Nebraska,31,2003,2003,Other synthetic narcotics,T40.4,Suppressed,1738643,Suppressed
,Nebraska,31,2004,2004,Other opioids,T40.2,20,1749370,1.1
,Nebraska,31,2004,2004,Methadone,T40.3,Suppressed,1749370,Suppressed
,Nebraska,31,2004,2004,Other synthetic narcotics,T40.4,Suppressed,1749370,Suppressed
,Nebraska,31,2005,2005,Other opioids,T40.2,25,1761497,1.4
,Nebraska,31,2005,2005,Methadone,T40.3,12,1761497,Unreliable
,Nebraska,31,2005,2005,Other synthetic narcotics,T40.4,Suppressed,1761497,Suppressed
,Nebraska,31,2006,2006,Other opioids,T40.2,18,1772693,Unreliable
,Nebraska,31,2006,2006,Methadone,T40.3,10,1772693,Unreliable
,Nebraska,31,2006,2006,Other synthetic narcotics,T40.4,Suppressed,1772693,Suppressed
,Nebraska,31,2007,2007,Other opioids,T40.2,23,1783440,1.3
,Nebraska,31,2007,2007,Methadone,T40.3,13,1783440,Unreliable
,Nebraska,31,2007,2007,Other synthetic narcotics,T40.4,Suppressed,1783440,Suppressed
,Nebraska,31,2008,2008,Other opioids,T40.2,14,1796378,Unreliable
,Nebraska,31,2008,2008,Methadone,T40.3,10,1796378,Unreliable
,Nebraska,31,2008,2008,Other synthetic narcotics,T40.4,Suppressed,1796378,Suppressed
,Nebraska,31,2009,2009,Other opioids,T40.2,35,1812683,1.9
,Nebraska,31,2009,2009,Methadone,T40.3,19,1812683,Unreliable
,Nebraska,31,2009,2009,Other synthetic narcotics,T40.4,11,1812683,Unreliable
,Nebraska,31,2010,2010,Other opioids,T40.2,33,1826341,1.8
,Nebraska,31,2010,2010,Methadone,T40.3,14,1826341,Unreliable
,Nebraska,31,2010,2010,Other synthetic narcotics,T40.4,21,1826341,1.1
,Nebraska,31,2011,2011,Other opioids,T40.2,33,1842641,1.8
,Nebraska,31,2011,2011,Methadone,T40.3,18,1842641,Unreliable
,Nebraska,31,2011,2011,Other synthetic narcotics,T40.4,Suppressed,1842641,Suppressed
,Nebraska,31,2012,2012,Other opioids,T40.2,27,1855525,1.5
,Nebraska,31,2012,2012,Methadone,T40.3,22,1855525,1.2
,Nebraska,31,2012,2012,Other synthetic narcotics,T40.4,10,1855525,Unreliable
,Nebraska,31,2013,2013,Other opioids,T40.2,33,1868516,1.8
,Nebraska,31,2013,2013,Methadone,T40.3,Suppressed,1868516,Suppressed
,Nebraska,31,2013,2013,Other synthetic narcotics,T40.4,Suppressed,1868516,Suppressed
,Nebraska,31,2014,2014,Other opioids,T40.2,30,1881503,1.6
,Nebraska,31,2014,2014,Methadone,T40.3,Suppressed,1881503,Suppressed
,Nebraska,31,2014,2014,Other synthetic narcotics,T40.4,13,1881503,Unreliable
,Nebraska,31,2015,2015,Other opioids,T40.2,30,1896190,1.6
,Nebraska,31,2015,2015,Methadone,T40.3,12,1896190,Unreliable
,Nebraska,31,2015,2015,Other synthetic narcotics,T40.4,13,1896190,Unreliable
,Nebraska,31,2016,2016,Other opioids,T40.2,22,1907116,1.2
,Nebraska,31,2016,2016,Methadone,T40.3,Suppressed,1907116,Suppressed
,Nebraska,31,2016,2016,Other synthetic narcotics,T40.4,13,1907116,Unreliable
,Nebraska,31,2017,2017,Other opioids,T40.2,32,1920076,1.7
,Nebraska,31,2017,2017,Methadone,T40.3,Suppressed,1920076,Suppressed
,Nebraska,31,2017,2017,Other synthetic narcotics,T40.4,25,1920076,1.3
,Nebraska,31,2018,2018,Other opioids,T40.2,37,1929268,1.9
,Nebraska,31,2018,2018,Methadone,T40.3,Suppressed,1929268,Suppressed
,Nebraska,31,2018,2018,Other synthetic narcotics,T40.4,26,1929268,1.3
,Nebraska,31,2019,2019,Other opioids,T40.2,35,1934408,1.8
,Nebraska,31,2019,2019,Methadone,T40.3,Suppressed,1934408,Suppressed
,Nebraska,31,2019,2019,Other synthetic narcotics,T40.4,27,1934408,1.4
,Nebraska,31,2020,2020,Other opioids,T40.2,30,1937552,1.5
,Nebraska,31,2020,2020,Methadone,T40.3,Suppressed,1937552,Suppressed
,Nebraska,31,2020,2020,Other synthetic narcotics,T40.4,73,1937552,3.8
,Nevada,32,1999,1999,Other opioids,T40.2,80,1934718,4.1
,Nevada,32,1999,1999,Methadone,T40.3,18,1934718,Unreliable
,Nevada,32,1999,1999,Other synthetic narcotics,T40.4,21,1934718,1.1
,Nevada,32,2000,2000,Other opioids,T40.2,98,1998257,4.9
,Nevada,32,2000,2000,Methadone,T40.3,24,1998257,1.2
,Nevada,32,2000,2000,Other synthetic narcotics,T40.4,15,1998257,Unreliable
,Nevada,32,2001,2001,Other opioids,T40.2,87,2098399,4.1
,Nevada,32,2001,2001,Methadone,T40.3,47,2098399,2.2
,Nevada,32,2001,2001,Other synthetic narcotics,T40.4,20,2098399,1
,Nevada,32,2002,2002,Other opioids,T40.2,92,2173791,4.2
,Nevada,32,2002,2002,Methadone,T40.3,50,2173791,2.3
,Nevada,32,2002,2002,Other synthetic narcotics,T40.4,23,2173791,1.1
,Nevada,32,2003,2003,Other opioids,T40.2,111,2248850,4.9
,Nevada,32,2003,2003,Methadone,T40.3,50,2248850,2.2
,Nevada,32,2003,2003,Other synthetic narcotics,T40.4,17,2248850,Unreliable
,Nevada,32,2004,2004,Other opioids,T40.2,94,2346222,4
,Nevada,32,2004,2004,Methadone,T40.3,86,2346222,3.7
,Nevada,32,2004,2004,Other synthetic narcotics,T40.4,23,2346222,1
,Nevada,32,2005,2005,Other opioids,T40.2,153,2432143,6.3
,Nevada,32,2005,2005,Methadone,T40.3,93,2432143,3.8
,Nevada,32,2005,2005,Other synthetic narcotics,T40.4,29,2432143,1.2
,Nevada,32,2006,2006,Other opioids,T40.2,174,2522658,6.9
,Nevada,32,2006,2006,Methadone,T40.3,108,2522658,4.3
,Nevada,32,2006,2006,Other synthetic narcotics,T40.4,27,2522658,1.1
,Nevada,32,2007,2007,Other opioids,T40.2,187,2601072,7.2
,Nevada,32,2007,2007,Methadone,T40.3,124,2601072,4.8
,Nevada,32,2007,2007,Other synthetic narcotics,T40.4,23,2601072,0.9
,Nevada,32,2008,2008,Other opioids,T40.2,214,2653630,8.1
,Nevada,32,2008,2008,Methadone,T40.3,112,2653630,4.2
,Nevada,32,2008,2008,Other synthetic narcotics,T40.4,27,2653630,1
,Nevada,32,2009,2009,Other opioids,T40.2,256,2684665,9.5
,Nevada,32,2009,2009,Methadone,T40.3,126,2684665,4.7
,Nevada,32,2009,2009,Other synthetic narcotics,T40.4,42,2684665,1.6
,Nevada,32,2010,2010,Other opioids,T40.2,300,2700551,11.1
,Nevada,32,2010,2010,Methadone,T40.3,99,2700551,3.7
,Nevada,32,2010,2010,Other synthetic narcotics,T40.4,39,2700551,1.4
,Nevada,32,2011,2011,Other opioids,T40.2,302,2723322,11.1
,Nevada,32,2011,2011,Methadone,T40.3,96,2723322,3.5
,Nevada,32,2011,2011,Other synthetic narcotics,T40.4,45,2723322,1.7
,Nevada,32,2012,2012,Other opioids,T40.2,305,2758931,11.1
,Nevada,32,2012,2012,Methadone,T40.3,71,2758931,2.6
,Nevada,32,2012,2012,Other synthetic narcotics,T40.4,27,2758931,1
,Nevada,32,2013,2013,Other opioids,T40.2,242,2790136,8.7
,Nevada,32,2013,2013,Methadone,T40.3,70,2790136,2.5
,Nevada,32,2013,2013,Other synthetic narcotics,T40.4,26,2790136,0.9
,Nevada,32,2014,2014,Other opioids,T40.2,224,2839099,7.9
,Nevada,32,2014,2014,Methadone,T40.3,64,2839099,2.3
,Nevada,32,2014,2014,Other synthetic narcotics,T40.4,32,2839099,1.1
,Nevada,32,2015,2015,Other opioids,T40.2,259,2890845,9
,Nevada,32,2015,2015,Methadone,T40.3,57,2890845,2
,Nevada,32,2015,2015,Other synthetic narcotics,T40.4,32,2890845,1.1
,Nevada,32,2016,2016,Other opioids,T40.2,235,2940058,8
,Nevada,32,2016,2016,Methadone,T40.3,53,2940058,1.8
,Nevada,32,2016,2016,Other synthetic narcotics,T40.4,53,2940058,1.8
,Nevada,32,2017,2017,Other opioids,T40.2,239,2998039,8
,Nevada,32,2017,2017,Methadone,T40.3,46,2998039,1.5
,Nevada,32,2017,2017,Other synthetic narcotics,T40.4,66,2998039,2.2
,Nevada,32,2018,2018,Other opioids,T40.2,212,3034392,7
,Nevada,32,2018,2018,Methadone,T40.3,33,3034392,1.1
,Nevada,32,2018,2018,Other synthetic narcotics,T40.4,85,3034392,2.8
,Nevada,32,2019,2019,Other opioids,T40.2,168,3080156,5.5
,Nevada,32,2019,2019,Methadone,T40.3,29,3080156,0.9
,Nevada,32,2019,2019,Other synthetic narcotics,T40.4,114,3080156,3.7
,Nevada,32,2020,2020,Other opioids,T40.2,219,3138259,7
,Nevada,32,2020,2020,Methadone,T40.3,32,3138259,1
,Nevada,32,2020,2020,Other synthetic narcotics,T40.4,291,3138259,9.3
,New Hampshire,33,1999,1999,Other opioids,T40.2,17,1222014,Unreliable
,New Hampshire,33,1999,1999,Methadone,T40.3,Suppressed,1222014,Suppressed
,New Hampshire,33,1999,1999,Other synthetic narcotics,T40.4,Suppressed,1222014,Suppressed
,New Hampshire,33,2000,2000,Other opioids,T40.2,Suppressed,1235786,Suppressed
,New Hampshire,33,2000,2000,Methadone,T40.3,Suppressed,1235786,Suppressed
,New Hampshire,33,2000,2000,Other synthetic narcotics,T40.4,Suppressed,1235786,Suppressed
,New Hampshire,33,2001,2001,Other opioids,T40.2,18,1255517,Unreliable
,New Hampshire,33,2001,2001,Methadone,T40.3,12,1255517,Unreliable
,New Hampshire,33,2001,2001,Other synthetic narcotics,T40.4,Suppressed,1255517,Suppressed
,New Hampshire,33,2002,2002,Other opioids,T40.2,17,1269089,Unreliable
,New Hampshire,33,2002,2002,Methadone,T40.3,33,1269089,2.6
,New Hampshire,33,2002,2002,Other synthetic narcotics,T40.4,Suppressed,1269089,Suppressed
,New Hampshire,33,2003,2003,Other opioids,T40.2,22,1279840,1.7
,New Hampshire,33,2003,2003,Methadone,T40.3,36,1279840,2.8
,New Hampshire,33,2003,2003,Other synthetic narcotics,T40.4,11,1279840,Unreliable
,New Hampshire,33,2004,2004,Other opioids,T40.2,28,1290121,2.2
,New Hampshire,33,2004,2004,Methadone,T40.3,29,1290121,2.2
,New Hampshire,33,2004,2004,Other synthetic narcotics,T40.4,Suppressed,1290121,Suppressed
,New Hampshire,33,2005,2005,Other opioids,T40.2,23,1298492,1.8
,New Hampshire,33,2005,2005,Methadone,T40.3,51,1298492,3.9
,New Hampshire,33,2005,2005,Other synthetic narcotics,T40.4,11,1298492,Unreliable
,New Hampshire,33,2006,2006,Other opioids,T40.2,37,1308389,2.8
,New Hampshire,33,2006,2006,Methadone,T40.3,43,1308389,3.3
,New Hampshire,33,2006,2006,Other synthetic narcotics,T40.4,14,1308389,Unreliable
,New Hampshire,33,2007,2007,Other opioids,T40.2,54,1312540,4.1
,New Hampshire,33,2007,2007,Methadone,T40.3,65,1312540,5
,New Hampshire,33,2007,2007,Other synthetic narcotics,T40.4,16,1312540,Unreliable
,New Hampshire,33,2008,2008,Other opioids,T40.2,48,1315906,3.6
,New Hampshire,33,2008,2008,Methadone,T40.3,21,1315906,1.6
,New Hampshire,33,2008,2008,Other synthetic narcotics,T40.4,14,1315906,Unreliable
,New Hampshire,33,2009,2009,Other opioids,T40.2,45,1316102,3.4
,New Hampshire,33,2009,2009,Methadone,T40.3,45,1316102,3.4
,New Hampshire,33,2009,2009,Other synthetic narcotics,T40.4,22,1316102,1.7
,New Hampshire,33,2010,2010,Other opioids,T40.2,61,1316470,4.6
,New Hampshire,33,2010,2010,Methadone,T40.3,31,1316470,2.4
,New Hampshire,33,2010,2010,Other synthetic narcotics,T40.4,22,1316470,1.7
,New Hampshire,33,2011,2011,Other opioids,T40.2,65,1318194,4.9
,New Hampshire,33,2011,2011,Methadone,T40.3,31,1318194,2.4
,New Hampshire,33,2011,2011,Other synthetic narcotics,T40.4,27,1318194,2
,New Hampshire,33,2012,2012,Other opioids,T40.2,56,1320718,4.2
,New Hampshire,33,2012,2012,Methadone,T40.3,27,1320718,2
,New Hampshire,33,2012,2012,Other synthetic narcotics,T40.4,24,1320718,1.8
,New Hampshire,33,2013,2013,Other opioids,T40.2,62,1323459,4.7
,New Hampshire,33,2013,2013,Methadone,T40.3,14,1323459,Unreliable
,New Hampshire,33,2013,2013,Other synthetic narcotics,T40.4,30,1323459,2.3
,New Hampshire,33,2014,2014,Other opioids,T40.2,81,1326813,6.1
,New Hampshire,33,2014,2014,Methadone,T40.3,29,1326813,2.2
,New Hampshire,33,2014,2014,Other synthetic narcotics,T40.4,151,1326813,11.4
,New Hampshire,33,2015,2015,Other opioids,T40.2,63,1330608,4.7
,New Hampshire,33,2015,2015,Methadone,T40.3,25,1330608,1.9
,New Hampshire,33,2015,2015,Other synthetic narcotics,T40.4,285,1330608,21.4
,New Hampshire,33,2016,2016,Other opioids,T40.2,69,1334795,5.2
,New Hampshire,33,2016,2016,Methadone,T40.3,29,1334795,2.2
,New Hampshire,33,2016,2016,Other synthetic narcotics,T40.4,363,1334795,27.2
,New Hampshire,33,2017,2017,Other opioids,T40.2,51,1342795,3.8
,New Hampshire,33,2017,2017,Methadone,T40.3,15,1342795,Unreliable
,New Hampshire,33,2017,2017,Other synthetic narcotics,T40.4,374,1342795,27.9
,New Hampshire,33,2018,2018,Other opioids,T40.2,34,1356458,2.5
,New Hampshire,33,2018,2018,Methadone,T40.3,Suppressed,1356458,Suppressed
,New Hampshire,33,2018,2018,Other synthetic narcotics,T40.4,386,1356458,28.5
,New Hampshire,33,2019,2019,Other opioids,T40.2,38,1359711,2.8
,New Hampshire,33,2019,2019,Methadone,T40.3,Suppressed,1359711,Suppressed
,New Hampshire,33,2019,2019,Other synthetic narcotics,T40.4,343,1359711,25.2
,New Hampshire,33,2020,2020,Other opioids,T40.2,29,1366275,2.1
,New Hampshire,33,2020,2020,Methadone,T40.3,18,1366275,Unreliable
,New Hampshire,33,2020,2020,Other synthetic narcotics,T40.4,318,1366275,23.3
,New Jersey,34,1999,1999,Other opioids,T40.2,94,8359592,1.1
,New Jersey,34,1999,1999,Methadone,T40.3,26,8359592,0.3
,New Jersey,34,1999,1999,Other synthetic narcotics,T40.4,23,8359592,0.3
,New Jersey,34,2000,2000,Other opioids,T40.2,77,8414350,0.9
,New Jersey,34,2000,2000,Methadone,T40.3,17,8414350,Unreliable
,New Jersey,34,2000,2000,Other synthetic narcotics,T40.4,19,8414350,Unreliable
,New Jersey,34,2001,2001,Other opioids,T40.2,93,8492671,1.1
,New Jersey,34,2001,2001,Methadone,T40.3,27,8492671,0.3
,New Jersey,34,2001,2001,Other synthetic narcotics,T40.4,33,8492671,0.4
,New Jersey,34,2002,2002,Other opioids,T40.2,95,8552643,1.1
,New Jersey,34,2002,2002,Methadone,T40.3,48,8552643,0.6
,New Jersey,34,2002,2002,Other synthetic narcotics,T40.4,29,8552643,0.3
,New Jersey,34,2003,2003,Other opioids,T40.2,114,8601402,1.3
,New Jersey,34,2003,2003,Methadone,T40.3,54,8601402,0.6
,New Jersey,34,2003,2003,Other synthetic narcotics,T40.4,29,8601402,0.3
,New Jersey,34,2004,2004,Other opioids,T40.2,88,8634561,1
,New Jersey,34,2004,2004,Methadone,T40.3,50,8634561,0.6
,New Jersey,34,2004,2004,Other synthetic narcotics,T40.4,23,8634561,0.3
,New Jersey,34,2005,2005,Other opioids,T40.2,126,8651974,1.5
,New Jersey,34,2005,2005,Methadone,T40.3,77,8651974,0.9
,New Jersey,34,2005,2005,Other synthetic narcotics,T40.4,25,8651974,0.3
,New Jersey,34,2006,2006,Other opioids,T40.2,140,8661679,1.6
,New Jersey,34,2006,2006,Methadone,T40.3,72,8661679,0.8
,New Jersey,34,2006,2006,Other synthetic narcotics,T40.4,38,8661679,0.4
,New Jersey,34,2007,2007,Other opioids,T40.2,134,8677885,1.5
,New Jersey,34,2007,2007,Methadone,T40.3,78,8677885,0.9
,New Jersey,34,2007,2007,Other synthetic narcotics,T40.4,33,8677885,0.4
,New Jersey,34,2008,2008,Other opioids,T40.2,124,8711090,1.4
,New Jersey,34,2008,2008,Methadone,T40.3,52,8711090,0.6
,New Jersey,34,2008,2008,Other synthetic narcotics,T40.4,19,8711090,Unreliable
,New Jersey,34,2009,2009,Other opioids,T40.2,14,8755602,Unreliable
,New Jersey,34,2009,2009,Methadone,T40.3,Suppressed,8755602,Suppressed
,New Jersey,34,2009,2009,Other synthetic narcotics,T40.4,Suppressed,8755602,Suppressed
,New Jersey,34,2010,2010,Other opioids,T40.2,173,8791894,2
,New Jersey,34,2010,2010,Methadone,T40.3,47,8791894,0.5
,New Jersey,34,2010,2010,Other synthetic narcotics,T40.4,35,8791894,0.4
,New Jersey,34,2011,2011,Other opioids,T40.2,220,8821155,2.5
,New Jersey,34,2011,2011,Methadone,T40.3,61,8821155,0.7
,New Jersey,34,2011,2011,Other synthetic narcotics,T40.4,31,8821155,0.4
,New Jersey,34,2012,2012,Other opioids,T40.2,217,8864590,2.4
,New Jersey,34,2012,2012,Methadone,T40.3,68,8864590,0.8
,New Jersey,34,2012,2012,Other synthetic narcotics,T40.4,38,8864590,0.4
,New Jersey,34,2013,2013,Other opioids,T40.2,231,8899339,2.6
,New Jersey,34,2013,2013,Methadone,T40.3,67,8899339,0.8
,New Jersey,34,2013,2013,Other synthetic narcotics,T40.4,57,8899339,0.6
