State,Year,Multiple Cause of death,Deaths,Population,Crude Rate
Kansas,2000,Other synthetic narcotics,Suppressed,2688418,Suppressed
Kansas,2001,Other opioids,22,2702162,0.8
Kansas,2001,Methadone,Suppressed,2702162,Suppressed
Kansas,2001,Other synthetic narcotics,11,2702162,Unreliable
Kansas,2002,Other opioids,40,2713535,1.5
Kansas,2002,Methadone,24,2713535,0.9
Kansas,2002,Other synthetic narcotics,18,2713535,Unreliable
Kansas,2003,Other opioids,39,2723004,1.4
Kansas,2003,Methadone,22,2723004,0.8
Kansas,2003,Other synthetic narcotics,Suppressed,2723004,Suppressed
Kansas,2004,Other opioids,59,2734373,2.2
Kansas,2004,Methadone,33,2734373,1.2
Kansas,2004,Other synthetic narcotics,22,2734373,0.8
Kansas,2005,Other opioids,52,2745299,1.9
Kansas,2005,Methadone,45,2745299,1.6
Kansas,2005,Other synthetic narcotics,17,2745299,Unreliable
Kansas,2006,Other opioids,62,2762931,2.2
Kansas,2006,Methadone,44,2762931,1.6
Kansas,2006,Other synthetic narcotics,19,2762931,Unreliable
Kansas,2007,Other opioids,57,2783785,2
Kansas,2007,Methadone,45,2783785,1.6
Kansas,2007,Other synthetic narcotics,19,2783785,Unreliable
Kansas,2008,Other opioids,48,2808076,1.7
Kansas,2008,Methadone,22,2808076,0.8
Kansas,2008,Other synthetic narcotics,18,2808076,Unreliable
Kansas,2009,Other opioids,60,2832704,2.1
Kansas,2009,Methadone,45,2832704,1.6
Kansas,2009,Other synthetic narcotics,35,2832704,1.2
Kansas,2010,Other opioids,52,2853118,1.8
Kansas,2010,Methadone,27,2853118,0.9
Kansas,2010,Other synthetic narcotics,18,2853118,Unreliable
Kansas,2011,Other opioids,70,2871238,2.4
Kansas,2011,Methadone,27,2871238,0.9
Kansas,2011,Other synthetic narcotics,23,2871238,0.8
Kansas,2012,Other opioids,88,2885905,3
Kansas,2012,Methadone,33,2885905,1.1
Kansas,2012,Other synthetic narcotics,44,2885905,1.5
Kansas,2013,Other opioids,88,2893957,3
Kansas,2013,Methadone,30,2893957,1
Kansas,2013,Other synthetic narcotics,37,2893957,1.3
Kansas,2014,Other opioids,91,2904021,3.1
Kansas,2014,Methadone,34,2904021,1.2
Kansas,2014,Other synthetic narcotics,39,2904021,1.3
Kansas,2015,Other opioids,74,2911641,2.5
Kansas,2015,Methadone,26,2911641,0.9
Kansas,2015,Other synthetic narcotics,36,2911641,1.2
Kansas,2016,Other opioids,83,2907289,2.9
Kansas,2016,Methadone,10,2907289,Unreliable
Kansas,2016,Other synthetic narcotics,27,2907289,0.9
Kansas,2017,Other opioids,74,2913123,2.5
Kansas,2017,Methadone,17,2913123,Unreliable
Kansas,2017,Other synthetic narcotics,32,2913123,1.1
Kansas,2018,Other opioids,73,2911505,2.5
Kansas,2018,Methadone,14,2911505,Unreliable
Kansas,2018,Other synthetic narcotics,50,2911505,1.7
Kansas,2019,Other opioids,68,2913314,2.3
Kansas,2019,Methadone,17,2913314,Unreliable
Kansas,2019,Other synthetic narcotics,75,2913314,2.6
Kansas,2020,Other opioids,76,2913805,2.6
Kansas,2020,Methadone,Suppressed,2913805,Suppressed
Kansas,2020,Other synthetic narcotics,165,2913805,5.7
Kentucky,1999,Other opioids,35,4018053,0.9
Kentucky,1999,Methadone,Suppressed,4018053,Suppressed
Kentucky,1999,Other synthetic narcotics,10,4018053,Unreliable
Kentucky,2000,Other opioids,51,4041769,1.3
Kentucky,2000,Methadone,28,4041769,0.7
Kentucky,2000,Other synthetic narcotics,Suppressed,4041769,Suppressed
Kentucky,2001,Other opioids,87,4068132,2.1
Kentucky,2001,Methadone,50,4068132,1.2
Kentucky,2001,Other synthetic narcotics,19,4068132,Unreliable
Kentucky,2002,Other opioids,81,4089875,2
Kentucky,2002,Methadone,78,4089875,1.9
Kentucky,2002,Other synthetic narcotics,30,4089875,0.7
Kentucky,2003,Other opioids,93,4117170,2.3
Kentucky,2003,Methadone,128,4117170,3.1
Kentucky,2003,Other synthetic narcotics,27,4117170,0.7
Kentucky,2004,Other opioids,89,4146101,2.1
Kentucky,2004,Methadone,129,4146101,3.1
Kentucky,2004,Other synthetic narcotics,32,4146101,0.8
Kentucky,2005,Other opioids,128,4182742,3.1
Kentucky,2005,Methadone,156,4182742,3.7
Kentucky,2005,Other synthetic narcotics,31,4182742,0.7
Kentucky,2006,Other opioids,169,4219239,4
Kentucky,2006,Methadone,170,4219239,4
Kentucky,2006,Other synthetic narcotics,50,4219239,1.2
Kentucky,2007,Other opioids,184,4256672,4.3
Kentucky,2007,Methadone,155,4256672,3.6
Kentucky,2007,Other synthetic narcotics,37,4256672,0.9
Kentucky,2008,Other opioids,229,4289878,5.3
Kentucky,2008,Methadone,126,4289878,2.9
Kentucky,2008,Other synthetic narcotics,44,4289878,1
Kentucky,2009,Other opioids,290,4317074,6.7
Kentucky,2009,Methadone,92,4317074,2.1
Kentucky,2009,Other synthetic narcotics,65,4317074,1.5
Kentucky,2010,Other opioids,436,4339367,10
Kentucky,2010,Methadone,118,4339367,2.7
Kentucky,2010,Other synthetic narcotics,53,4339367,1.2
Kentucky,2011,Other opioids,469,4369356,10.7
Kentucky,2011,Methadone,103,4369356,2.4
Kentucky,2011,Other synthetic narcotics,76,4369356,1.7
Kentucky,2012,Other opioids,391,4380415,8.9
Kentucky,2012,Methadone,79,4380415,1.8
Kentucky,2012,Other synthetic narcotics,70,4380415,1.6
Kentucky,2013,Other opioids,349,4395295,7.9
Kentucky,2013,Methadone,70,4395295,1.6
Kentucky,2013,Other synthetic narcotics,76,4395295,1.7
Kentucky,2014,Other opioids,344,4413457,7.8
Kentucky,2014,Methadone,59,4413457,1.3
Kentucky,2014,Other synthetic narcotics,179,4413457,4.1
Kentucky,2015,Other opioids,382,4425092,8.6
Kentucky,2015,Methadone,60,4425092,1.4
Kentucky,2015,Other synthetic narcotics,323,4425092,7.3
Kentucky,2016,Other opioids,403,4436974,9.1
Kentucky,2016,Methadone,48,4436974,1.1
Kentucky,2016,Other synthetic narcotics,465,4436974,10.5
Kentucky,2017,Other opioids,399,4454189,9
Kentucky,2017,Methadone,49,4454189,1.1
Kentucky,2017,Other synthetic narcotics,780,4454189,17.5
Kentucky,2018,Other opioids,290,4468402,6.5
Kentucky,2018,Methadone,37,4468402,0.8
Kentucky,2018,Other synthetic narcotics,744,4468402,16.7
Kentucky,2019,Other opioids,321,4467673,7.2
Kentucky,2019,Methadone,30,4467673,0.7
Kentucky,2019,Other synthetic narcotics,825,4467673,18.5
Kentucky,2020,Other opioids,432,4477251,9.6
Kentucky,2020,Methadone,43,4477251,1
Kentucky,2020,Other synthetic narcotics,1498,4477251,33.5
Louisiana,1999,Other opioids,10,4460811,Unreliable
Louisiana,1999,Methadone,Suppressed,4460811,Suppressed
Louisiana,1999,Other synthetic narcotics,Suppressed,4460811,Suppressed
Louisiana,2000,Other opioids,24,4468976,0.5
Louisiana,2000,Methadone,Suppressed,4468976,Suppressed
Louisiana,2000,Other synthetic narcotics,Suppressed,4468976,Suppressed
Louisiana,2001,Other opioids,44,4477875,1
Louisiana,2001,Methadone,21,4477875,0.5
Louisiana,2001,Other synthetic narcotics,Suppressed,4477875,Suppressed
Louisiana,2002,Other opioids,39,4497267,0.9
Louisiana,2002,Methadone,41,4497267,0.9
Louisiana,2002,Other synthetic narcotics,Suppressed,4497267,Suppressed
Louisiana,2003,Other opioids,52,4521042,1.2
Louisiana,2003,Methadone,54,4521042,1.2
Louisiana,2003,Other synthetic narcotics,Suppressed,4521042,Suppressed
Louisiana,2004,Other opioids,55,4552238,1.2
Louisiana,2004,Methadone,70,4552238,1.5
Louisiana,2004,Other synthetic narcotics,13,4552238,Unreliable
Louisiana,2005,Other opioids,54,4576628,1.2
Louisiana,2005,Methadone,101,4576628,2.2
Louisiana,2005,Other synthetic narcotics,Suppressed,4576628,Suppressed
Louisiana,2006,Other opioids,61,4302665,1.4
Louisiana,2006,Methadone,117,4302665,2.7
Louisiana,2006,Other synthetic narcotics,14,4302665,Unreliable
Louisiana,2007,Other opioids,88,4375581,2
Louisiana,2007,Methadone,106,4375581,2.4
Louisiana,2007,Other synthetic narcotics,21,4375581,0.5
Louisiana,2008,Other opioids,59,4435586,1.3
Louisiana,2008,Methadone,47,4435586,1.1
Louisiana,2008,Other synthetic narcotics,10,4435586,Unreliable
Louisiana,2009,Other opioids,57,4491648,1.3
Louisiana,2009,Methadone,19,4491648,Unreliable
Louisiana,2009,Other synthetic narcotics,16,4491648,Unreliable
Louisiana,2010,Other opioids,68,4533372,1.5
Louisiana,2010,Methadone,18,4533372,Unreliable
Louisiana,2010,Other synthetic narcotics,21,4533372,0.5
Louisiana,2011,Other opioids,58,4574836,1.3
Louisiana,2011,Methadone,14,4574836,Unreliable
Louisiana,2011,Other synthetic narcotics,20,4574836,0.4
Louisiana,2012,Other opioids,75,4601893,1.6
Louisiana,2012,Methadone,26,4601893,0.6
Louisiana,2012,Other synthetic narcotics,19,4601893,Unreliable
Louisiana,2013,Other opioids,86,4625470,1.9
Louisiana,2013,Methadone,20,4625470,0.4
Louisiana,2013,Other synthetic narcotics,26,4625470,0.6
Louisiana,2014,Other opioids,93,4649676,2
Louisiana,2014,Methadone,20,4649676,0.4
Louisiana,2014,Other synthetic narcotics,29,4649676,0.6
Louisiana,2015,Other opioids,108,4670724,2.3
Louisiana,2015,Methadone,16,4670724,Unreliable
Louisiana,2015,Other synthetic narcotics,38,4670724,0.8
Louisiana,2016,Other opioids,111,4681666,2.4
Louisiana,2016,Methadone,16,4681666,Unreliable
Louisiana,2016,Other synthetic narcotics,89,4681666,1.9
Louisiana,2017,Other opioids,161,4684333,3.4
Louisiana,2017,Methadone,10,4684333,Unreliable
Louisiana,2017,Other synthetic narcotics,156,4684333,3.3
Louisiana,2018,Other opioids,135,4659978,2.9
Louisiana,2018,Methadone,16,4659978,Unreliable
Louisiana,2018,Other synthetic narcotics,216,4659978,4.6
Louisiana,2019,Other opioids,170,4648794,3.7
Louisiana,2019,Methadone,24,4648794,0.5
Louisiana,2019,Other synthetic narcotics,324,4648794,7
Louisiana,2020,Other opioids,249,4645318,5.4
Louisiana,2020,Methadone,28,4645318,0.6
Louisiana,2020,Other synthetic narcotics,706,4645318,15.2
Maine,1999,Other opioids,Suppressed,1266808,Suppressed
Maine,1999,Methadone,Suppressed,1266808,Suppressed
Maine,1999,Other synthetic narcotics,Suppressed,1266808,Suppressed
Maine,2000,Other opioids,Suppressed,1274923,Suppressed
Maine,2000,Methadone,20,1274923,1.6
Maine,2000,Other synthetic narcotics,Suppressed,1274923,Suppressed
Maine,2001,Other opioids,19,1285692,Unreliable
Maine,2001,Methadone,13,1285692,Unreliable
Maine,2001,Other synthetic narcotics,Suppressed,1285692,Suppressed
Maine,2002,Other opioids,25,1295960,1.9
Maine,2002,Methadone,43,1295960,3.3
Maine,2002,Other synthetic narcotics,12,1295960,Unreliable
Maine,2003,Other opioids,29,1306513,2.2
Maine,2003,Methadone,36,1306513,2.8
Maine,2003,Other synthetic narcotics,11,1306513,Unreliable
Maine,2004,Other opioids,27,1313688,2.1
Maine,2004,Methadone,55,1313688,4.2
Maine,2004,Other synthetic narcotics,Suppressed,1313688,Suppressed
Maine,2005,Other opioids,37,1318787,2.8
Maine,2005,Methadone,61,1318787,4.6
Maine,2005,Other synthetic narcotics,Suppressed,1318787,Suppressed
Maine,2006,Other opioids,41,1323619,3.1
Maine,2006,Methadone,47,1323619,3.6
Maine,2006,Other synthetic narcotics,Suppressed,1323619,Suppressed
Maine,2007,Other opioids,53,1327040,4
Maine,2007,Methadone,45,1327040,3.4
Maine,2007,Other synthetic narcotics,Suppressed,1327040,Suppressed
Maine,2008,Other opioids,46,1330509,3.5
Maine,2008,Methadone,50,1330509,3.8
Maine,2008,Other synthetic narcotics,15,1330509,Unreliable
Maine,2009,Other opioids,75,1329590,5.6
Maine,2009,Methadone,40,1329590,3
Maine,2009,Other synthetic narcotics,16,1329590,Unreliable
Maine,2010,Other opioids,52,1328361,3.9
Maine,2010,Methadone,36,1328361,2.7
Maine,2010,Other synthetic narcotics,21,1328361,1.6
Maine,2011,Other opioids,40,1328188,3
Maine,2011,Methadone,32,1328188,2.4
Maine,2011,Other synthetic narcotics,19,1328188,Unreliable
Maine,2012,Other opioids,61,1329192,4.6
Maine,2012,Methadone,25,1329192,1.9
Maine,2012,Other synthetic narcotics,15,1329192,Unreliable
Maine,2013,Other opioids,64,1328302,4.8
Maine,2013,Methadone,34,1328302,2.6
Maine,2013,Other synthetic narcotics,23,1328302,1.7
Maine,2014,Other opioids,80,1330089,6
Maine,2014,Methadone,29,1330089,2.2
Maine,2014,Other synthetic narcotics,62,1330089,4.7
Maine,2015,Other opioids,102,1329328,7.7
Maine,2015,Methadone,36,1329328,2.7
Maine,2015,Other synthetic narcotics,116,1329328,8.7
Maine,2016,Other opioids,132,1331479,9.9
Maine,2016,Methadone,37,1331479,2.8
Maine,2016,Other synthetic narcotics,199,1331479,14.9
Maine,2017,Other opioids,75,1335907,5.6
Maine,2017,Methadone,30,1335907,2.2
Maine,2017,Other synthetic narcotics,278,1335907,20.8
Maine,2018,Other opioids,56,1338404,4.2
Maine,2018,Methadone,18,1338404,Unreliable
Maine,2018,Other synthetic narcotics,229,1338404,17.1
Maine,2019,Other opioids,50,1344212,3.7
Maine,2019,Methadone,25,1344212,1.9
Maine,2019,Other synthetic narcotics,283,1344212,21.1
Maine,2020,Other opioids,71,1350141,5.3
Maine,2020,Methadone,26,1350141,1.9
Maine,2020,Other synthetic narcotics,365,1350141,27
Maryland,1999,Other opioids,Suppressed,5254509,Suppressed
Maryland,1999,Methadone,Suppressed,5254509,Suppressed
Maryland,1999,Other synthetic narcotics,Suppressed,5254509,Suppressed
Maryland,2000,Other opioids,20,5296486,0.4
Maryland,2000,Methadone,18,5296486,Unreliable
Maryland,2000,Other synthetic narcotics,Suppressed,5296486,Suppressed
Maryland,2001,Other opioids,22,5374691,0.4
Maryland,2001,Methadone,20,5374691,0.4
Maryland,2001,Other synthetic narcotics,Suppressed,5374691,Suppressed
Maryland,2002,Other opioids,25,5440389,0.5
Maryland,2002,Methadone,24,5440389,0.4
Maryland,2002,Other synthetic narcotics,Suppressed,5440389,Suppressed
Maryland,2003,Other opioids,26,5496269,0.5
Maryland,2003,Methadone,40,5496269,0.7
Maryland,2003,Other synthetic narcotics,11,5496269,Unreliable
Maryland,2004,Other opioids,76,5546935,1.4
Maryland,2004,Methadone,96,5546935,1.7
Maryland,2004,Other synthetic narcotics,16,5546935,Unreliable
Maryland,2005,Other opioids,90,5592379,1.6
Maryland,2005,Methadone,145,5592379,2.6
Maryland,2005,Other synthetic narcotics,21,5592379,0.4
Maryland,2006,Other opioids,109,5627367,1.9
Maryland,2006,Methadone,178,5627367,3.2
Maryland,2006,Other synthetic narcotics,53,5627367,0.9
Maryland,2007,Other opioids,132,5653408,2.3
Maryland,2007,Methadone,201,5653408,3.6
Maryland,2007,Other synthetic narcotics,35,5653408,0.6
Maryland,2008,Other opioids,173,5684965,3
Maryland,2008,Methadone,154,5684965,2.7
Maryland,2008,Other synthetic narcotics,35,5684965,0.6
Maryland,2009,Other opioids,192,5730388,3.4
Maryland,2009,Methadone,136,5730388,2.4
Maryland,2009,Other synthetic narcotics,52,5730388,0.9
Maryland,2010,Other opioids,205,5773552,3.6
Maryland,2010,Methadone,172,5773552,3
Maryland,2010,Other synthetic narcotics,51,5773552,0.9
Maryland,2011,Other opioids,238,5828289,4.1
Maryland,2011,Methadone,167,5828289,2.9
Maryland,2011,Other synthetic narcotics,56,5828289,1
Maryland,2012,Other opioids,258,5884563,4.4
Maryland,2012,Methadone,170,5884563,2.9
Maryland,2012,Other synthetic narcotics,52,5884563,0.9
Maryland,2013,Other opioids,304,5928814,5.1
Maryland,2013,Methadone,138,5928814,2.3
Maryland,2013,Other synthetic narcotics,93,5928814,1.6
Maryland,2014,Other opioids,388,5976407,6.5
Maryland,2014,Methadone,153,5976407,2.6
Maryland,2014,Other synthetic narcotics,230,5976407,3.8
Maryland,2015,Other opioids,398,6006401,6.6
Maryland,2015,Methadone,182,6006401,3
Maryland,2015,Other synthetic narcotics,357,6006401,5.9
Maryland,2016,Other opioids,666,6016447,11.1
Maryland,2016,Methadone,197,6016447,3.3
Maryland,2016,Other synthetic narcotics,1091,6016447,18.1
Maryland,2017,Other opioids,524,6052177,8.7
Maryland,2017,Methadone,241,6052177,4
Maryland,2017,Other synthetic narcotics,1542,6052177,25.5
Maryland,2018,Other opioids,425,6042718,7
Maryland,2018,Methadone,187,6042718,3.1
Maryland,2018,Other synthetic narcotics,1825,6042718,30.2
Maryland,2019,Other opioids,432,6045680,7.1
Maryland,2019,Methadone,186,6045680,3.1
Maryland,2019,Other synthetic narcotics,1917,6045680,31.7
Maryland,2020,Other opioids,369,6055802,6.1
Maryland,2020,Methadone,255,6055802,4.2
Maryland,2020,Other synthetic narcotics,2326,6055802,38.4
Massachusetts,1999,Other opioids,30,6317345,0.5
Massachusetts,1999,Methadone,10,6317345,Unreliable
Massachusetts,1999,Other synthetic narcotics,10,6317345,Unreliable
Massachusetts,2000,Other opioids,30,6349097,0.5
Massachusetts,2000,Methadone,Suppressed,6349097,Suppressed
Massachusetts,2000,Other synthetic narcotics,16,6349097,Unreliable
Massachusetts,2001,Other opioids,69,6397634,1.1
Massachusetts,2001,Methadone,23,6397634,0.4
Massachusetts,2001,Other synthetic narcotics,11,6397634,Unreliable
Massachusetts,2002,Other opioids,75,6417206,1.2
Massachusetts,2002,Methadone,24,6417206,0.4
Massachusetts,2002,Other synthetic narcotics,21,6417206,0.3
Massachusetts,2003,Other opioids,88,6422565,1.4
Massachusetts,2003,Methadone,36,6422565,0.6
Massachusetts,2003,Other synthetic narcotics,26,6422565,0.4
Massachusetts,2004,Other opioids,65,6412281,1
Massachusetts,2004,Methadone,58,6412281,0.9
Massachusetts,2004,Other synthetic narcotics,34,6412281,0.5
Massachusetts,2005,Other opioids,90,6403290,1.4
Massachusetts,2005,Methadone,93,6403290,1.5
Massachusetts,2005,Other synthetic narcotics,38,6403290,0.6
Massachusetts,2006,Other opioids,153,6410084,2.4
Massachusetts,2006,Methadone,148,6410084,2.3
Massachusetts,2006,Other synthetic narcotics,88,6410084,1.4
Massachusetts,2007,Other opioids,170,6431559,2.6
Massachusetts,2007,Methadone,125,6431559,1.9
Massachusetts,2007,Other synthetic narcotics,74,6431559,1.2
Massachusetts,2008,Other opioids,141,6468967,2.2
Massachusetts,2008,Methadone,80,6468967,1.2
Massachusetts,2008,Other synthetic narcotics,54,6468967,0.8
Massachusetts,2009,Other opioids,153,6517613,2.3
Massachusetts,2009,Methadone,116,6517613,1.8
Massachusetts,2009,Other synthetic narcotics,63,6517613,1
Massachusetts,2010,Other opioids,170,6547629,2.6
Massachusetts,2010,Methadone,83,6547629,1.3
Massachusetts,2010,Other synthetic narcotics,68,6547629,1
Massachusetts,2011,Other opioids,168,6587536,2.6
Massachusetts,2011,Methadone,68,6587536,1
Massachusetts,2011,Other synthetic narcotics,64,6587536,1
Massachusetts,2012,Other opioids,171,6646144,2.6
Massachusetts,2012,Methadone,86,6646144,1.3
Massachusetts,2012,Other synthetic narcotics,67,6646144,1
Massachusetts,2013,Other opioids,179,6692824,2.7
Massachusetts,2013,Methadone,94,6692824,1.4
Massachusetts,2013,Other synthetic narcotics,98,6692824,1.5
Massachusetts,2014,Other opioids,178,6745408,2.6
Massachusetts,2014,Methadone,88,6745408,1.3
Massachusetts,2014,Other synthetic narcotics,453,6745408,6.7
Massachusetts,2015,Other opioids,225,6794422,3.3
Massachusetts,2015,Methadone,82,6794422,1.2
Massachusetts,2015,Other synthetic narcotics,949,6794422,14
Massachusetts,2016,Other opioids,267,6811779,3.9
Massachusetts,2016,Methadone,95,6811779,1.4
Massachusetts,2016,Other synthetic narcotics,1550,6811779,22.8
Massachusetts,2017,Other opioids,254,6859819,3.7
Massachusetts,2017,Methadone,79,6859819,1.2
Massachusetts,2017,Other synthetic narcotics,1649,6859819,24
Massachusetts,2018,Other opioids,253,6902149,3.7
Massachusetts,2018,Methadone,88,6902149,1.3
Massachusetts,2018,Other synthetic narcotics,1806,6902149,26.2
Massachusetts,2019,Other opioids,228,6892503,3.3
Massachusetts,2019,Methadone,66,6892503,1
Massachusetts,2019,Other synthetic narcotics,1861,6892503,27
Massachusetts,2020,Other opioids,267,6893574,3.9
Massachusetts,2020,Methadone,110,6893574,1.6
Massachusetts,2020,Other synthetic narcotics,1943,6893574,28.2
Michigan,1999,Other opioids,35,9897116,0.4
Michigan,1999,Methadone,12,9897116,Unreliable
Michigan,1999,Other synthetic narcotics,20,9897116,0.2
Michigan,2000,Other opioids,45,9938444,0.5
Michigan,2000,Methadone,14,9938444,Unreliable
Michigan,2000,Other synthetic narcotics,17,9938444,Unreliable
Michigan,2001,Other opioids,62,9991120,0.6
Michigan,2001,Methadone,15,9991120,Unreliable
Michigan,2001,Other synthetic narcotics,17,9991120,Unreliable
Michigan,2002,Other opioids,83,10015710,0.8
Michigan,2002,Methadone,43,10015710,0.4
Michigan,2002,Other synthetic narcotics,41,10015710,0.4
Michigan,2003,Other opioids,80,10041152,0.8
Michigan,2003,Methadone,50,10041152,0.5
Michigan,2003,Other synthetic narcotics,34,10041152,0.3
Michigan,2004,Other opioids,104,10055315,1
Michigan,2004,Methadone,97,10055315,1
Michigan,2004,Other synthetic narcotics,48,10055315,0.5
Michigan,2005,Other opioids,151,10051137,1.5
Michigan,2005,Methadone,126,10051137,1.3
Michigan,2005,Other synthetic narcotics,88,10051137,0.9
Michigan,2006,Other opioids,169,10036081,1.7
Michigan,2006,Methadone,148,10036081,1.5
Michigan,2006,Other synthetic narcotics,199,10036081,2
Michigan,2007,Other opioids,182,10001284,1.8
Michigan,2007,Methadone,153,10001284,1.5
Michigan,2007,Other synthetic narcotics,71,10001284,0.7
Michigan,2008,Other opioids,222,9946889,2.2
Michigan,2008,Methadone,150,9946889,1.5
Michigan,2008,Other synthetic narcotics,73,9946889,0.7
Michigan,2009,Other opioids,212,9901591,2.1
Michigan,2009,Methadone,179,9901591,1.8
Michigan,2009,Other synthetic narcotics,93,9901591,0.9
Michigan,2010,Other opioids,244,9883640,2.5
Michigan,2010,Methadone,158,9883640,1.6
Michigan,2010,Other synthetic narcotics,85,9883640,0.9
Michigan,2011,Other opioids,221,9876187,2.2
Michigan,2011,Methadone,147,9876187,1.5
Michigan,2011,Other synthetic narcotics,89,9876187,0.9
Michigan,2012,Other opioids,274,9883360,2.8
Michigan,2012,Methadone,130,9883360,1.3
Michigan,2012,Other synthetic narcotics,72,9883360,0.7
Michigan,2013,Other opioids,283,9895622,2.9
Michigan,2013,Methadone,163,9895622,1.6
Michigan,2013,Other synthetic narcotics,86,9895622,0.9
Michigan,2014,Other opioids,328,9909877,3.3
Michigan,2014,Methadone,146,9909877,1.5
Michigan,2014,Other synthetic narcotics,178,9909877,1.8
Michigan,2015,Other opioids,380,9922576,3.8
Michigan,2015,Methadone,171,9922576,1.7
Michigan,2015,Other synthetic narcotics,457,9922576,4.6
Michigan,2016,Other opioids,560,9928300,5.6
Michigan,2016,Methadone,149,9928300,1.5
Michigan,2016,Other synthetic narcotics,921,9928300,9.3
Michigan,2017,Other opioids,510,9962311,5.1
Michigan,2017,Methadone,148,9962311,1.5
Michigan,2017,Other synthetic narcotics,1368,9962311,13.7
Michigan,2018,Other opioids,442,9995915,4.4
Michigan,2018,Methadone,134,9995915,1.3
Michigan,2018,Other synthetic narcotics,1531,9995915,15.3
Michigan,2019,Other opioids,361,9986857,3.6
Michigan,2019,Methadone,108,9986857,1.1
Michigan,2019,Other synthetic narcotics,1458,9986857,14.6
Michigan,2020,Other opioids,386,9966555,3.9
Michigan,2020,Methadone,123,9966555,1.2
Michigan,2020,Other synthetic narcotics,1926,9966555,19.3
Minnesota,1999,Other opioids,20,4873481,0.4
Minnesota,1999,Methadone,11,4873481,Unreliable
Minnesota,1999,Other synthetic narcotics,Suppressed,4873481,Suppressed
Minnesota,2000,Other opioids,14,4919479,Unreliable
Minnesota,2000,Methadone,Suppressed,4919479,Suppressed
Minnesota,2000,Other synthetic narcotics,Suppressed,4919479,Suppressed
Minnesota,2001,Other opioids,41,4982796,0.8
Minnesota,2001,Methadone,12,4982796,Unreliable
Minnesota,2001,Other synthetic narcotics,12,4982796,Unreliable
Minnesota,2002,Other opioids,41,5018935,0.8
Minnesota,2002,Methadone,16,5018935,Unreliable
Minnesota,2002,Other synthetic narcotics,Suppressed,5018935,Suppressed
Minnesota,2003,Other opioids,40,5053572,0.8
Minnesota,2003,Methadone,25,5053572,0.5
Minnesota,2003,Other synthetic narcotics,16,5053572,Unreliable
Minnesota,2004,Other opioids,64,5087713,1.3
Minnesota,2004,Methadone,33,5087713,0.6
Minnesota,2004,Other synthetic narcotics,17,5087713,Unreliable
Minnesota,2005,Other opioids,62,5119598,1.2
Minnesota,2005,Methadone,35,5119598,0.7
Minnesota,2005,Other synthetic narcotics,19,5119598,Unreliable
Minnesota,2006,Other opioids,55,5163555,1.1
Minnesota,2006,Methadone,53,5163555,1
Minnesota,2006,Other synthetic narcotics,28,5163555,0.5
Minnesota,2007,Other opioids,81,5207203,1.6
Minnesota,2007,Methadone,55,5207203,1.1
Minnesota,2007,Other synthetic narcotics,25,5207203,0.5
Minnesota,2008,Other opioids,90,5247018,1.7
Minnesota,2008,Methadone,60,5247018,1.1
Minnesota,2008,Other synthetic narcotics,32,5247018,0.6
Minnesota,2009,Other opioids,110,5281203,2.1
Minnesota,2009,Methadone,78,5281203,1.5
Minnesota,2009,Other synthetic narcotics,39,5281203,0.7
Minnesota,2010,Other opioids,100,5303925,1.9
Minnesota,2010,Methadone,62,5303925,1.2
Minnesota,2010,Other synthetic narcotics,37,5303925,0.7
Minnesota,2011,Other opioids,100,5344861,1.9
Minnesota,2011,Methadone,58,5344861,1.1
Minnesota,2011,Other synthetic narcotics,31,5344861,0.6
Minnesota,2012,Other opioids,108,5379139,2
Minnesota,2012,Methadone,67,5379139,1.2
Minnesota,2012,Other synthetic narcotics,40,5379139,0.7
Minnesota,2013,Other opioids,111,5420380,2
Minnesota,2013,Methadone,76,5420380,1.4
Minnesota,2013,Other synthetic narcotics,33,5420380,0.6
Minnesota,2014,Other opioids,102,5457173,1.9
Minnesota,2014,Methadone,81,5457173,1.5
Minnesota,2014,Other synthetic narcotics,44,5457173,0.8
Minnesota,2015,Other opioids,125,5489594,2.3
Minnesota,2015,Methadone,55,5489594,1
Minnesota,2015,Other synthetic narcotics,55,5489594,1
Minnesota,2016,Other opioids,137,5519952,2.5
Minnesota,2016,Methadone,67,5519952,1.2
Minnesota,2016,Other synthetic narcotics,99,5519952,1.8
Minnesota,2017,Other opioids,150,5576606,2.7
Minnesota,2017,Methadone,50,5576606,0.9
Minnesota,2017,Other synthetic narcotics,184,5576606,3.3
Minnesota,2018,Other opioids,105,5611179,1.9
Minnesota,2018,Methadone,44,5611179,0.8
Minnesota,2018,Other synthetic narcotics,202,5611179,3.6
Minnesota,2019,Other opioids,108,5639632,1.9
Minnesota,2019,Methadone,40,5639632,0.7
Minnesota,2019,Other synthetic narcotics,309,5639632,5.5
Minnesota,2020,Other opioids,168,5657342,3
Minnesota,2020,Methadone,53,5657342,0.9
Minnesota,2020,Other synthetic narcotics,560,5657342,9.9
Mississippi,1999,Other opioids,Suppressed,2828408,Suppressed
Mississippi,1999,Methadone,Suppressed,2828408,Suppressed
Mississippi,1999,Other synthetic narcotics,Suppressed,2828408,Suppressed
Mississippi,2000,Other opioids,Suppressed,2844658,Suppressed
Mississippi,2000,Methadone,Suppressed,2844658,Suppressed
Mississippi,2000,Other synthetic narcotics,Suppressed,2844658,Suppressed
